[[[FATAL]]],[get_defeated_num],defeated_num=null,
[[[FATAL]]],[get_defeated_num],defeated_num=null,
[[[FATAL]]],[get_defeated_num],defeated_num=null,
[[[FATAL]]],[get_defeated_num],defeated_num=null,
[[[FATAL]]],[get_defeated_num],defeated_num=null,
[[[FATAL]]],[get_defeated_num],defeated_num=null,
[[[FATAL]]],[get_defeated_num],defeated_num=null,
[[[FATAL]]],[get_defeated_num],defeated_num=null,
[[[FATAL]]],[get_defeated_num],defeated_num=null,
[[[FATAL]]],[get_defeated_num],defeated_num=null,
[[[FATAL]]],[get_defeated_num],defeated_num=null,
1500,トムソン,1,
1500,トムソン,1,
