,2015/11/27 12:00:20
1,Dizzy?,1012020,9348
2,こずえる?,621982,0
3,Yosshi?☆,509228,9228
4,るるのの??,500128,15660
5,塩,439900,7586
6,ポコポコ,407541,18096
7,BKチョコ募集,380509,0
8,めいぷる??,362732,0
9,変態クラブ???,329280,0
10,馬券師池田,311721,0
11,ゆき?エーミール,302242,5936
12,miku○,302047,22464
13,なおたん??,298128,8308
14,はりぃ☆ながれ星,290838,15120
15,Antenna猫,282814,out_of_rank
16,じゅん☆ながれ星,277530,0
17,グランシャリオ募,276283,2832
18,Mumin谷♪,273922,8322
19,リリス＊苺ぷよ×,272788,0
20,しのん?カツラ募,272627,0
21,栄枯盛衰??,269316,1600
22,勇?Clair,263958,5070
23,??チェルオ,263004,0
24,Blackチョコ,246191,0
25,κυυ?tomo,245471,110
26,ババンと寝てい隊,244129,0
27,かぶきん♪,243264,6048
28,マツ?×,241559,0
29,くー?とわらい?,241248,out_of_rank
30,tipo,236649,0
31,TEREON's,235068,0
32,ハハンと寝てい隊,234485,0
33,るかるもん,210471,0
34,もねちん?募集,205817,17860
35,WING?仕事×,205081,0
36,カリーナ?×,203062,107
37,LovE?,199182,0
38,志村、後ろー！！,198298,8004
39,ぱぱ♪,195962,105
40,tipoワンポ,193059,193
41,さぁや×,189395,300
42,きんぐ☆連鎖反応,189309,0
43,昭希,182975,6160
44,べんべん???,179199,10196
45,ポンちゃん?,179108,7400
46,ハウル?KoB,178764,5936
47,マッチ・マン,178194,0
48,愛?,177156,327
49,もぐ。　,176161,8012
50,NY55,176039,5326
51,ゆき,176016,0
52,石麻痺のおっさん,175031,6871
53,ゴリ男,171538,0
54,はま?寝てい隊,171460,0
55,龍王,169348,5880
56,のり兄,166404,0
57,すず??,166147,0
58,タリー?,163514,0
59,しゅう,162332,0
60,ももんじゃん×,161961,262
61,お琴さん?,160846,0
62,ネココ,159807,4803
63,もんじゃ,159534,2700
64,N??,159086,249
65,之,158608,270
66,ぴろし?,154334,out_of_rank
67,ちょこ,153829,0
68,かよちんKoB?,151369,2520
69,しろたんΦωΦ,149608,530
70,ひでこ,149058,0
71,katsu,148036,530
72,こうちゃん×,147274,0
73,ぱぱたん×,146192,9520
74,一堂零◯,144968,160
75,卓己@ジュビレ,144551,0
76,ねす,143464,0
77,キヨリーヌ,143168,0
78,すたんどおっさん,141765,927
79,ゆかまま,141661,1200
80,MKO,140334,8112
81,せいろん×,139005,0
82,ラス,138350,0
83,☆煌☆,138328,6702
84,にゃ(☆∀☆),137668,0
85,ゆず,136048,0
86,紅維@募集中！,135810,0
87,ｒｏｋｏ,132678,0
88,ﾘﾗｸﾏｺ?,132448,624
89,魔王★○,132377,9252
90,まとー×赤い妖精,132254,324
91,SAMTIN,132050,0
92,A.ロッド,131974,0
93,?まーちゃん○,131797,0
94,はく九州沖縄,131716,1142
95,?孫悟空＊,131268,4710
96,ぷよりん,128399,0
97,サンダーバード,127828,348
98,チュンチュン,127096,114
99,だじゃ♪仕事↓怠,126200,0
100,(コ･ω･)ン〇,125726,0
101,でじたつ×,125128,0
102,ひなち～?,124976,0
103,KK,124923,0
104,くまーもん?,123301,270
105,まさみん☆L○,122829,0
106,女豹かぼす?,122534,10016
107,?勝しゃんド,121591,100
108,まゆ?くれーる募,121557,4134
109,a@arle,121492,0
110,国定,121276,107
111,もりたん七段,121271,7020
112,珍三,121062,0
113,まっちゃん(?ω,120435,303
114,???☆,120390,5643
115,KEN☆彡,120213,5956
116,手羽先！寝てい隊,120132,0
117,モカ××,119946,0
118,隠居さん募集中?,119475,0
119,AKI?同ぷよ,119116,0
120,ゆいたん??,118778,324
