,2015/11/27 11:09:07
1,Dizzy?,1002672,0
2,こずえる?,621982,960
3,Yosshi?☆,500000,0
4,るるのの??,484468,9396
5,塩,432314,out_of_rank
6,ポコポコ,389445,3944
7,BKチョコ募集,380509,252
8,めいぷる??,362732,0
9,変態クラブ???,329280,348
10,馬券師池田,311721,0
11,ゆき?エーミール,296306,0
12,なおたん??,289820,0
13,miku○,279583,6240
14,じゅん☆ながれ星,277530,0
15,ネコひめ?,276759,5385
16,はりぃ☆ながれ星,275718,0
17,グランシャリオ募,273451,7993
18,リリス＊苺ぷよ×,272788,0
19,しのん?カツラ募,272627,0
20,栄枯盛衰??,267716,0
21,Mumin谷♪,265600,372
22,??チェルオ,263004,0
23,勇?Clair,258888,0
24,Blackチョコ,246191,0
25,κυυ?tomo,245361,660
26,ババンと寝てい隊,244129,8888
27,マツ?×,241559,0
28,かぶきん♪,237216,540
29,tipo,236649,348
30,TEREON's,235068,0
31,ハハンと寝てい隊,234485,0
32,tomo?kuu,234258,3584
33,るかるもん,210471,0
34,WING?仕事×,205081,84
35,カリーナ?×,202955,6527
36,LovE?,199182,0
37,ぱぱ♪,195857,0
38,tipoワンポ,192866,0
39,志村、後ろー！！,190294,5568
40,きんぐ☆連鎖反応,189309,0
41,さぁや×,189095,0
42,もねちん?募集,187957,1140
43,マッチ・マン,178194,530
44,愛?,176829,0
45,昭希,176815,112
46,ゆき,176016,0
47,ハウル?KoB,172828,0
48,ポンちゃん?,171708,0
49,ゴリ男,171538,out_of_rank
50,はま?寝てい隊,171460,6930
51,NY55,170713,626
52,べんべん???,169003,8868
53,石麻痺のおっさん,168160,5457
54,もぐ。　,168149,812
55,のり兄,166404,0
56,すず??,166147,0
57,タリー?,163514,0
58,龍王,163468,5040
59,しゅう,162332,0
60,ももんじゃん×,161699,0
61,お琴さん?,160846,240
62,N??,158837,83
63,之,158338,90
64,もんじゃ,156834,6804
65,ネココ,155004,0
66,ちょこ,153829,0
67,しろたんΦωΦ,149078,0
68,ひでこ,149058,0
69,かよちんKoB?,148849,7875
70,katsu,147506,0
71,ぴろし?X,147404,0
72,こうちゃん×,147274,90
73,一堂零◯,144808,0
74,卓己@ジュビレ,144551,0
75,ねす,143464,3024
76,キヨリーヌ,143168,216
77,すたんどおっさん,140838,0
78,ゆかまま,140461,0
79,せいろん×,139005,0
80,ラス,138350,0
81,にゃ(☆∀☆),137668,0
82,ぱぱたん×,136672,208
83,ゆず,136048,0
84,紅維@募集中！,135810,0
85,ｒｏｋｏ,132678,0
86,MKO,132222,0
87,SAMTIN,132050,324
88,A.ロッド,131974,0
89,まとー×赤い妖精,131930,0
90,ﾘﾗｸﾏｺ?,131824,624
91,?まーちゃん○,131797,0
92,☆煌☆,131626,0
93,はく九州沖縄,130574,0
94,ぷよりん,128399,0
95,サンダーバード,127480,0
96,チュンチュン,126982,0
97,?孫悟空＊,126558,220
98,だじゃ♪仕事↓怠,126200,0
99,(コ･ω･)ン〇,125726,1800
100,でじたつ×,125128,0
101,ひなち～?,124976,0
102,KK,124923,0
103,魔王★○,123125,0
104,くまーもん?,123031,0
105,まさみん☆L○,122829,5936
106,a@arle,121492,1236
107,?勝しゃんド,121491,3600
108,国定,121169,5671
109,珍三,121062,0
110,手羽先！寝てい隊,120132,0
111,まっちゃん(?ω,120132,0
112,モカ××,119946,0
113,隠居さん募集中?,119475,0
114,AKI?同ぷよ,119116,0
115,ゆいたん??,118454,0
116,フユニャン,118317,0
117,ばらっち??,117738,0
118,あんず,117629,5176
119,岡田先生×,117492,2688
120,紫特化パーピュア,117483,264
121,まゆ?くれーる募,117423,0
122,yukko,117255,0
123,大河?彡,117120,0
124,ゆかちん?,116068,0
125,新茶?×,115896,0
126,ein@重装黄色,115186,0
127,豊川孝弘七段×,115179,3264
128,おのりさ,115174,0
129,???☆,114747,297
130,オズ,114430,0
131,KEN☆彡,114257,5335
132,もりたん七段,114251,5310
