,2015/11/11 16:00:02,,2015/11/11 16:00:02,1,Dizzy?,135,out_of_rank
,2015/11/11 17:00:02,1,Dizzy?,237,102
,2015/11/11 18:00:01,1,Dizzy?,317,80
,2015/11/11 19:00:02,1,Dizzy?,400,83
,2015/11/11 20:00:02,1,Dizzy?,468,68
,2015/11/11 21:00:02,1,Dizzy?,533,65
,2015/11/11 22:00:04,1,Dizzy?,588,55
,2015/11/11 23:00:06,1,Dizzy?,643,55
,2015/11/12 00:00:03,2,Dizzy?,681,38
,2015/11/12 01:00:03,2,Dizzy?,715,34
,2015/11/12 02:00:02,2,Dizzy?,746,31
,2015/11/12 03:00:04,2,Dizzy?,784,38
,2015/11/12 04:00:02,1,Dizzy?,824,40
,2015/11/12 05:00:05,1,Dizzy?,864,40
,2015/11/12 06:00:02,1,Dizzy?,897,33
,2015/11/12 07:00:02,1,Dizzy?,923,26
,2015/11/12 08:00:03,1,Dizzy?,955,32
,2015/11/12 09:00:06,1,Dizzy?,976,21
,2015/11/12 10:00:02,1,Dizzy?,999,23
,2015/11/12 11:00:01,1,Dizzy?,1002,3
,2015/11/12 12:00:01,1,Dizzy?,1011,9
,2015/11/12 13:00:01,1,Dizzy?,1021,10
,2015/11/12 14:00:06,1,Dizzy?,1034,13
,2015/11/12 15:00:06,1,Dizzy?,1041,7
,2015/11/12 16:00:02,1,Dizzy?,1051,10
,2015/11/12 17:00:02,1,Dizzy?,1063,12
,2015/11/12 18:00:05,1,Dizzy?,1072,9
,2015/11/12 19:00:03,1,Dizzy?,1082,10
,2015/11/12 20:00:01,1,Dizzy?,1091,9
,2015/11/12 21:00:01,1,Dizzy?,1099,8
,2015/11/12 22:00:01,1,Dizzy?,1107,8
,2015/11/12 23:00:01,1,Dizzy?,1121,14
,2015/11/13 00:00:02,1,Dizzy?,1136,15
,2015/11/13 01:00:02,1,Dizzy?,1147,11
,2015/11/13 02:00:03,1,Dizzy?,1159,12
,2015/11/13 03:00:02,1,Dizzy?,1167,8
,2015/11/13 04:00:01,1,Dizzy?,1177,10
,2015/11/13 05:00:06,1,Dizzy?,1187,10
,2015/11/13 06:00:05,1,Dizzy?,1195,8
,2015/11/13 07:00:05,1,Dizzy?,1199,4
,2015/11/13 08:00:05,1,Dizzy?,1204,5
,2015/11/13 09:00:05,1,Dizzy?,1215,11
,2015/11/13 10:00:04,1,Dizzy?,1225,10
,2015/11/13 11:00:04,1,Dizzy?,1235,10
,2015/11/13 12:00:04,1,Dizzy?,1242,7
,2015/11/13 13:00:02,1,Dizzy?,1251,9
,2015/11/13 14:00:02,1,Dizzy?,1261,10
,2015/11/13 15:00:02,1,Dizzy?,1271,10
,2015/11/13 16:00:02,1,Dizzy?,1283,12
,2015/11/13 17:00:06,1,Dizzy?,1291,8
,2015/11/13 18:00:05,1,Dizzy?,1299,8
,2015/11/13 19:00:01,1,Dizzy?,1299,0
,2015/11/13 20:00:02,1,Dizzy?,1306,7
,2015/11/13 21:00:02,1,Dizzy?,1316,10
,2015/11/13 22:00:01,1,Dizzy?,1327,11
,2015/11/13 23:00:02,1,Dizzy?,1339,12
,2015/11/14 00:00:01,1,Dizzy?,1347,8
,2015/11/14 01:00:02,1,Dizzy?,1356,9
,2015/11/14 02:00:02,1,Dizzy?,1365,9
,2015/11/14 03:00:02,1,Dizzy?,1373,8
,2015/11/14 04:00:02,1,Dizzy?,1386,13
,2015/11/14 05:00:07,1,Dizzy?,1396,10
,2015/11/14 06:00:02,1,Dizzy?,1399,3
,2015/11/14 07:00:02,1,Dizzy?,1400,1
,2015/11/14 08:00:01,1,Dizzy?,1411,11
,2015/11/14 09:00:02,1,Dizzy?,1420,9
,2015/11/14 10:00:01,1,Dizzy?,1431,11
,2015/11/14 11:00:02,1,Dizzy?,1439,8
,2015/11/14 12:00:01,1,Dizzy?,1449,10
,2015/11/14 13:00:02,1,Dizzy?,1461,12
