,,2015/12/17 22:31:50,
TARGET
ま
num
speed
Dizzy
num
speed
幸喜
num
speed
Mumin
num
speed
ハーピー
num
speed
ALL
1位,"",☔️ハーピー狂,432057
2位,"",幸喜___,348570
3位,"",EL☪,345354
4位,"",Lipton募集,290798
5位,"",ま✿,276761
6位,"",栄枯盛衰❂☪,263824
7位,"",むぅちゃん,259391
8位,"",te✿chi,252672
9位,"",リプトン募集中,219426
10位,"",let'sぷよ募,218744
11位,"",ゆいたん,213490
12位,"",❀おしよ✙ᐝ_,212083
13位,"",早乙女@募集中♪,210977
14位,"",白キノコマン,209367
15位,"",Wみーちゃん✿,203949
16位,"",️絶望えり,203877
17位,"",勇✿くれーる,200669
18位,"",キヨねこらん募集,198218
19位,"",とら×,194208
20位,"",ポンちゃん☪,192615
21位,"",すず❂☪,191420
22位,"",ほしみ★祝SSS,189101
23位,"",交戦中㌔,187972
24位,"",ゆき♡エーミール,187889
25位,"",馬券師池田,187197
26位,"",うちゃ,185250
27位,"",ゴーストライター,182532
28位,"",すたんどＵＰあき,182254
29位,"",リリス＊BT中,182185
30位,"",ParU_,181692
31位,"",のぞみ_○,179526
32位,"",朱雀,176709
33位,"",✨悟空＊,175589
34位,"",セバスチャン,172403
35位,"",ルナちょむ,172003
36位,"",男が女に群がるギ,171079
37位,"",κυυ✟とわらい,168252
38位,"",桜エビ,168027
39位,"",ゴリ男　,167400
40位,"",キャリー,161879
41位,"",ぴろし✧,160973
42位,"",フユニャン,159361
43位,"",ame,157821
44位,"",こまつ†,157734
45位,"",マニア,156407
46位,"",きく@早乙女募集,154833
47位,"",七面鳥。,154609
48位,"",あきっちg✙ア済,153351
49位,"",しま✩,153341
50位,"",るるののஐ☔,153126
51位,"",サンアミ可愛い,153070
52位,"",なおたん❂☪,152265
53位,"",マツ✧_,151688
54位,"",りょう✙,147919
55位,"",mayu,147552
56位,"",キュア,146073
57位,"",ちび闇✧,145919
58位,"",せいな_,145727
59位,"",まるお✧,144574
60位,"",レイすたんどUP,144049
61位,"",けいた,143428
62位,"",keyaki,143024
63位,"",魔王❤寝Zzz,141911
64位,"",ゆきママ,141400
65位,"",愛❂,141253
66位,"",すたんどコナン,140897
67位,"",きみみ★愉快募集,139468
68位,"",ダガー,138808
69位,"",クマゴロウ_,138717
70位,"",まゆ✿clair,135542
71位,"",ぱっくん×,135147
72位,"",まとー,133571
73位,"",かなめ,133554
74位,"",さな♡エーミール,133226
75位,"",国定,133035
76位,"",ぽぽろ,132827
77位,"",まったり勢。募集,132133
78位,"",ムー★愉快,131807
79位,"",卓己,131490
80位,"",ゆうじーにょ12,131399
81位,"",✙エス✙ᐝ,131364
82位,"",新茶✧_,131360
83位,"",お琴☪,129032
84位,"",ごろちゃん,125700
85位,"",ロシ,125195
86位,"",もっぷ帝国代表,125182
87位,"",モカ✙アプデ済,125130
88位,"",チェルオ,124648
89位,"",早乙女★募集中,124405
90位,"",しーる☪,123968
91位,"",チェルオ,123498
92位,"",かめづ,123207
93位,"",しーる☪,123186
94位,"",ねす,122891
95位,"",ごる兄✩,122595
96位,"",あつみ,120807
97位,"",雪之丞_,120580
98位,"",☆せり☆,120128
99位,"",いっしー○,119977
100位,"",ゆっこ†アカ↑1,119091
101位,"",かななん✿,118811
102位,"",シェルリィ,118658
103位,"",オル_,118441
104位,"",トレイン,118240
105位,"",昭希,117474
106位,"",☆mao☆,116366
107位,"",シン,115551
108位,"",はるくん♪,114632
109位,"",銭形✧,114444
110位,"",ぱおん☆小澤,114389
111位,"",火ペンギン,114187
112位,"",HIROSI先生,113816
113位,"",ひろこ♧,113008
114位,"",ひろちゃん☆彡.,112170
115位,"",ろんきち,112027
116位,"",蘭×,111686
117位,"",ゆかままLipt,111442
118位,"",Linda✿٩,111244
119位,"",シェリー,110757
120位,"",tomoo,110372
