1位,"",幸喜   ,452547個
2位,"",ぽむ,375404個
3位,"",チェルオ,364893個
4位,"",桃華ちゃま,364728個
5位,"",えりお,323004個
6位,"",️星輝子?,280916個
7位,"",連打おばさん,234695個
8位,"",るるのの☔ஐ,205737個
9位,"",TAKA,202558個
10位,"",ルナちょむ×,201718個
11位,"",きぃ,194590個
12位,"",一十三,172791個
13位,"",mchiba×,161411個
14位,"",さのば ,150835個
15位,"",リーク✨×,145104個
16位,"",みお,132360個
17位,"",ペロシ,131364個
18位,"",COCO,60357個
19位,"",くまーもん☔,51346個
20位,"",☆×8,51234個
21位,"",未完☔️,39464個
22位,"",アオ ,34644個
23位,"",クオン ×,33402個
24位,"",あるは,26579個
25位,"",ゆりち,15602個
26位,"",ひろぽん,14514個
27位,"",零eri☔️,14195個
28位,"",☂けん☃,12880個
29位,"",こずえる☔,11790個
30位,"",ゆーし☔️仕事×,11455個
