,2015/11/12 06:06:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,901,Dizzy?
2,861,Mumin谷??
3,718,トムソン??
4,716,Ra?ffine
5,670,☆☆ながれ星彡
6,659,上位目指す隊?
7,611,†とわいらいと†
8,609,ばよえ?ん。
9,604,さんらいず??
10,593,さんせっと??
11,590,えすぽらーず
12,589,嵐山
13,581,早乙女学園?
14,577,RedbuII?
15,576,?いちごぷよ隊?
16,541,まるむすてぃ?ん
17,528,かもみ～るかふぇ
18,511,赤い妖精
19,506,カーバンクル
20,499,tipo
21,499,ミッドガルド?
22,498,谷口ぴーまん
23,495,Antenna
24,494,たいようのほこら
25,491,?Ｃlair?
26,490,淡麗生!!
27,488,からあげ流星群
28,481,かおりワールド
29,479,MYM318☆彡
30,469,?怪盗スケルトン
31,464,無課金こそ愉悦!
32,461,だらゴロ・囚・
33,459,LovE?
34,454,プリンシパル☆彡
35,453,Lαvｉn&#039;υ?
36,453,にないか
37,452,†魔導学校†
38,450,Law@
39,450,ねこたらんど
40,449,にゃ?んだふる♪
41,449,いえろ～こんび♪
42,449,ぴんぽーん
43,448,ぷよビ～ッチ☆
44,445,☆命蓮寺☆
45,444,ももピーチ帝国
46,441,チームかつをぶし
47,441,V.I.P.
48,440,ちょびぎるど
49,439,★エーミール★
50,438,一生を寝てい隊
51,437,ねこぽよ軍??
52,437,★愉快な仲間達☆
53,435,ねこずき
54,430,Luxillia
55,425,お笑い?研究府
56,423,賢者モード
57,419,やわらかギルド
58,418,ＢＢ団
59,418,果物の缶詰
60,416,かわいいはせいぎ
61,416,Buzz?
62,411,ぷよクエ楽しみ隊
63,410,ぷよっとパニック
64,409,ぷよろう会
65,408,とれっきんぐ
66,408,自由都市ももにち
67,407,祝3S佐久間上水
68,405,同じ穴のぷよら～
69,403,ぼっち同盟
70,399,2chスレギルド
71,398,遊戯都市第七地区
72,397,ブルーウィング
73,396,Gunners!
74,395,?KoB?
75,394,?アンシェル?
76,392,ラフィ亭
77,391,無KG板ギルド
78,390,let&#039;sぷよ！
79,389,コンパイルクラブ
80,389,ぁひるたいちょ組
81,389,Ｋ２
82,389,うさぎの巣?
83,389,チームかわいい
84,389,トウーンタウン
85,388,BestLuck
86,388,お腹@ばよ?支店
87,384,陽だまりのねこ?
88,384,ひろす
89,383,TEREON&#039;s
90,382,COLORS＊*
91,381,エランド
92,381,パーミテーション
93,380,ぷよく鉛筆?HB
94,378,みなとみらい
95,377,手製ぷよ
96,377,六猫?おーき軍
97,376,ねこのうにメロン
98,376,ギルド一ナツ
99,376,ウィッチ魔法学院
100,375,ぷよよよよよん?
101,375,ファンタビーチ
102,375,パンダ百匹！！
103,374,けにくら！祝LS
104,373,猫好き仙人界
105,373,みなみけ
106,371,ジュビレーション
107,370,Blackチョコ
108,370,風来のぷよ使い
109,369,AGILE
110,369,早起は三文のとく
111,367,北の大地☆人情派
112,365,すたんどあっぷ
