,2015/11/14 20:25:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1501,Dizzy?
2,1464,Mumin谷??
3,1309,トムソン??
4,1265,☆☆ながれ星彡
5,1264,Ra?ffine
6,1223,上位目指す隊?
7,1211,ばよえ?ん。
8,1199,さんらいず??
9,1199,嵐山
10,1190,まるむすてぃ?ん
11,1162,†とわいらいと†
12,1147,早乙女学園?
13,1111,?いちごぷよ隊?
14,1111,さんせっと??
15,1098,祝RedbuII
16,1084,えすぽらーず
17,1072,tipo
18,1059,谷口ぴーまん
19,1057,カーバンクル
20,1054,かもみ～るかふぇ
21,1050,赤い妖精
22,1040,たいようのほこら
23,1028,ぴんぽーん
24,1012,?Ｃlair?
25,1004,Antenna
26,1004,だらゴロ・囚・
27,999,MYM318☆彡
28,999,☆命蓮寺☆
29,995,からあげ流星群
30,982,にゃ?んだふる♪
31,981,かおりワールド
32,980,ねこたらんど
33,975,淡麗生!!
34,974,Luxillia
35,972,?怪盗スケルトン
36,968,ももピーチ帝国
37,964,ぷよクエ楽しみ隊
38,963,ぷよビ～ッチ☆
39,963,無課金こそ愉悦!
40,963,ミッドガルド?
41,959,ＢＢ団
42,958,かわいいはせいぎ
43,954,プリンシパル☆彡
44,949,†魔導学校†
45,948,ねこずき
46,939,LovE?
47,939,ねこぽよ軍??
48,935,賢者モード
49,929,Law@
50,929,やわらかギルド
51,929,いえろ～こんび♪
52,928,V.I.P.
53,927,にないか
54,920,Lαvｉn&#039;υ?
55,914,ぷよろう会
56,911,果物の缶詰
57,909,一生を寝てい隊
58,907,★エーミール★
59,886,無KG板ギルド
60,881,とれっきんぐ
61,873,Buzz?
62,870,ぼっち同盟
63,868,2chスレギルド
64,862,★愉快な仲間達☆
65,861,ブルーウィング
66,858,自由都市ももにち
67,854,お笑い?研究府
68,850,?アンシェル?
69,847,ファンタビーチ
70,843,佐久間上水
71,841,BestLuck
72,839,同じ穴のぷよら～
73,838,遊戯都市第七地区
74,835,ちょびぎるど
75,833,ひろす
76,830,パンダ百匹！！
77,830,祝！ＳＳあひる組
78,824,Ｋ２
79,824,ぷよっとパニック
80,822,チームかつをぶし
81,819,?KoB?
82,816,ウィッチ魔法学院
83,813,手製ぷよ
84,812,チームかわいい
85,809,うさぎの巣?
86,807,トウーンタウン
87,807,☆ネコカフェ☆
88,807,ラフィ亭
89,806,Gunners!
90,799,みなとみらい
91,793,Blackチョコ
92,793,let&#039;sぷよ！
93,793,猫好き仙人界
94,791,パーミテーション
95,789,陽だまりのねこ?
96,789,六猫?おーき軍
97,788,コンパイルクラブ
98,786,早起は三文のとく
99,785,AGILE
100,784,エランド
101,783,ジュビレーション
102,782,???☆
103,777,SPIRAL★彡
104,772,お腹@ばよ?支店
105,761,みなみけ
106,758,すたんどあっぷ
107,757,ぐみぷよ
108,757,まったり勢。
109,749,ねこのうにメロン
110,749,ぷよく鉛筆?HB
111,744,ギルド一ナツ
