,2015/11/11 15:41:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,94,Dizzy?
2,88,Mumin谷??
3,82,Ra?ffine
4,81,トムソン??
5,80,☆☆ながれ星彡
6,78,さんせっと??
7,75,RedbuII?
8,74,上位目指す隊?
9,74,えすぽらーず
10,71,さんらいず??
11,71,?いちごぷよ隊?
12,70,tipo
13,70,ばよえ?ん。
14,69,†とわいらいと†
15,69,嵐山
16,68,淡麗生!!
17,68,谷口ぴーまん
18,67,?Ｃlair?
19,66,Lαvｉn&#039;υ?
20,66,†魔導学校†
21,65,かおりワールド
22,64,カーバンクル
23,64,Antenna
24,63,パンダ百匹！！
25,63,MYM318☆彡
26,63,かもみ～るかふぇ
27,62,早乙女学園?
28,62,いえろ～こんび♪
29,62,?怪盗スケルトン
30,62,たいようのほこら
31,62,コンパイルクラブ
32,61,自由都市ももにち
33,61,V.I.P.
34,61,まるむすてぃ?ん
35,60,ぴんぽーん
36,60,ジュビレーション
37,60,赤い妖精
38,60,★エーミール★
39,60,ねこのうにメロン
40,60,Lipton　
41,60,早起は三文のとく
42,60,同じ穴のぷよら～
43,59,ぷよクエ楽しみ隊
44,59,ＢＢ団
45,59,陽だまりのねこ?
46,59,だらゴロ・囚・
47,59,ももピーチ帝国
48,59,チームかつをぶし
49,59,ギルド一ナツ
50,59,ぷよります会☆
51,59,ミッドガルド?
52,59,ねこたらんど
53,59,チーム〆SD〆
54,58,ぷよろう会
55,58,ぷよよよよよん?
56,58,☆命蓮寺☆
57,58,無課金こそ愉悦!
58,58,ブルーウィング
59,57,ボギャーン
60,57,ねこずき
61,57,ぷよビ～ッチ☆
62,57,Luxillia
63,57,ファンタビーチ
64,56,Buzz?
65,56,ぷよっとパニック
66,56,トウーンタウン
67,56,?KoB?
68,56,LTE?
69,56,ラフィ亭
70,56,グラン・シャリオ
71,56,にゃ?んだふる♪
72,56,プリンシパル☆彡
73,56,ぁひるたいちょ組
74,56,一生を寝てい隊
75,56,果物の缶詰
76,56,お笑い?研究府
77,56,六猫?おーき軍
78,56,?水守革命?
79,55,コアラ市
80,55,?アンシェル?
81,55,ちょびぎるど
82,55,からあげ流星群
83,55,賢者モード
84,55,Law@
85,55,妖精投入禁止
86,55,ぷよく鉛筆?HB
87,54,るりあん♪
88,54,LovE?
89,54,★愉快な仲間達☆
90,54,ひろす
91,55,北の大地☆人情派
92,55,LovE?
93,55,あるぱっか牧場
94,55,Blackチョコ
95,55,SPIRAL★彡
96,55,★愉快な仲間達☆
97,55,あわわっ子
98,55,ひろす
99,55,ArcadiA
100,54,かわいいはせいぎ
101,54,COLORS＊*
102,54,Tぷよ軍団
103,54,☆ぷよザイル☆
104,54,ぼっち同盟
105,54,?地獄の3丁目?
106,54,佐久間上水
107,54,TEREON&#039;s
108,54,ぷよよん同盟
109,54,ぷよりすと♪
110,54,ウィッチ魔法学院
111,53,やわらかギルド
112,53,みんなでぷよぷよ
