,2015/11/13 22:31:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1333,Dizzy?
2,1293,Mumin谷??
3,1169,トムソン??
4,1131,Ra?ffine
5,1116,☆☆ながれ星彡
6,1080,上位目指す隊?
7,1073,ばよえ?ん。
8,1051,さんらいず??
9,1045,嵐山
10,1032,まるむすてぃ?ん
11,1029,†とわいらいと†
12,1012,早乙女学園?
13,1001,?いちごぷよ隊?
14,999,さんせっと??
15,986,えすぽらーず
16,971,祝RedbuII
17,956,tipo
18,939,谷口ぴーまん
19,932,かもみ～るかふぇ
20,925,赤い妖精
21,898,カーバンクル
22,891,たいようのほこら
23,878,ぴんぽーん
24,870,?Ｃlair?
25,859,Antenna
26,849,MYM318☆彡
27,839,からあげ流星群
28,835,だらゴロ・囚・
29,835,淡麗生!!
30,824,ねこたらんど
31,823,かおりワールド
32,816,☆命蓮寺☆
33,813,にゃ?んだふる♪
34,812,ぷよビ～ッチ☆
35,808,?怪盗スケルトン
36,808,ミッドガルド?
37,806,無課金こそ愉悦!
38,797,ＢＢ団
39,796,いえろ～こんび♪
40,793,LovE?
41,788,ぷよクエ楽しみ隊
42,787,Luxillia
43,785,ねこぽよ軍??
44,785,一生を寝てい隊
45,785,プリンシパル☆彡
46,783,ももピーチ帝国
47,782,やわらかギルド
48,779,Law@
49,778,Lαvｉn&#039;υ?
50,777,かわいいはせいぎ
51,776,†魔導学校†
52,770,V.I.P.
53,769,ねこずき
54,758,にないか
55,757,賢者モード
56,755,ぷよろう会
57,753,ぼっち同盟
58,753,果物の缶詰
59,750,Buzz?
60,740,★エーミール★
61,734,★愉快な仲間達☆
62,730,ブルーウィング
63,730,とれっきんぐ
64,727,無KG板ギルド
65,721,2chスレギルド
66,721,自由都市ももにち
67,720,お笑い?研究府
68,719,BestLuck
69,715,ファンタビーチ
70,714,?アンシェル?
71,714,チームかつをぶし
72,703,佐久間上水
73,701,パンダ百匹！！
74,700,?KoB?
75,699,ぷよっとパニック
76,699,ウィッチ魔法学院
77,698,同じ穴のぷよら～
78,693,Ｋ２
79,692,祝！ＳＳあひる組
80,692,ちょびぎるど
81,689,遊戯都市第七地区
82,684,コンパイルクラブ
83,683,ひろす
84,681,エランド
85,680,ラフィ亭
86,679,トウーンタウン
87,679,うさぎの巣?
88,679,陽だまりのねこ?
89,679,パーミテーション
90,678,Blackチョコ
91,675,六猫?おーき軍
92,673,みなみけ
93,672,Gunners!
94,672,☆ネコカフェ☆
95,671,チームかわいい
96,670,let&#039;sぷよ！
97,668,お腹@ばよ?支店
98,664,猫好き仙人界
99,661,ジュビレーション
100,659,ギルド一ナツ
101,659,AGILE
102,658,みなとみらい
103,655,手製ぷよ
104,652,ねこのうにメロン
105,647,SPIRAL★彡
106,645,早起は三文のとく
107,641,ぷよく鉛筆?HB
108,639,COLORS＊*
109,639,ぷよよん同盟
110,639,???☆
111,638,ぷにっぷに～！
112,636,すたんどあっぷ
