,2015/11/15 15:59:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1508,Dizzy?
2,1503,Mumin谷??
3,1455,トムソン??
4,1390,☆☆ながれ星彡
5,1382,Ra?ffine
6,1356,上位目指す隊?
7,1336,ばよえ?ん。
8,1322,嵐山
9,1311,さんらいず??
10,1307,まるむすてぃ?ん
11,1292,†とわいらいと†
12,1235,早乙女学園?
13,1208,祝RedbuII
14,1201,?いちごぷよ隊?
15,1199,さんせっと??
16,1181,えすぽらーず
17,1165,カーバンクル
18,1148,tipo
19,1142,谷口ぴーまん
20,1141,かもみ～るかふぇ
21,1139,赤い妖精
22,1131,たいようのほこら
23,1111,ぴんぽーん
24,1095,だらゴロ・囚・
25,1092,?Ｃlair?
26,1084,Luxillia
27,1083,☆命蓮寺☆
28,1073,ねこたらんど
29,1073,ももピーチ帝国
30,1069,Antenna
31,1066,かおりワールド
32,1064,?怪盗スケルトン
33,1057,MYM318☆彡
34,1054,にゃ?んだふる♪
35,1054,淡麗生!!
36,1051,からあげ流星群
37,1050,かわいいはせいぎ
38,1048,ぷよクエ楽しみ隊
39,1048,プリンシパル☆彡
40,1046,無課金こそ愉悦!
41,1044,ＢＢ団
42,1043,†魔導学校†
43,1041,LovE?
44,1040,にないか
45,1040,ぷよビ～ッチ☆
46,1038,ミッドガルド?
47,1037,賢者モード
48,1030,ねこぽよ軍??
49,1029,ねこずき
50,1027,いえろ～こんび♪
51,1026,やわらかギルド
52,1024,V.I.P.
53,1017,Lαvｉn&#039;υ?
54,1014,ぷよろう会
55,1013,★エーミール★
56,1011,果物の缶詰
57,1008,Law@
58,1007,無KG板ギルド
59,1005,一生を寝てい隊
60,1002,自由都市ももにち
61,994,ぼっち同盟
62,988,2chスレギルド
63,986,とれっきんぐ
64,980,ファンタビーチ
65,975,お笑い?研究府
66,972,★愉快な仲間達☆
67,970,Buzz?
68,969,ひろす
69,961,パンダ百匹！！
70,960,ブルーウィング
71,959,?アンシェル?
72,958,佐久間上水
73,955,BestLuck
74,954,同じ穴のぷよら～
75,945,遊戯都市第七地区
76,942,ちょびぎるど
77,939,Ｋ２
78,937,ぷよっとパニック
79,936,チームかわいい
80,934,祝！ＳＳあひる組
81,930,手製ぷよ
82,922,トウーンタウン
83,920,Gunners!
84,918,ウィッチ魔法学院
85,917,うさぎの巣?
86,917,☆マーロボカフェ
87,917,?KoB?
88,913,みなとみらい
89,912,チームかつをぶし
90,911,早起は三文のとく
91,909,let&#039;sぷよ！
92,908,???☆
93,905,ラフィ亭
94,894,Blackチョコ
95,893,六猫?おーき軍
96,890,猫好き仙人界
97,890,AGILE
98,889,パーミテーション
99,883,SPIRAL★彡
100,882,ジュビレーション
101,881,陽だまりのねこ?
102,871,エランド
103,870,コンパイルクラブ
104,870,ぐみぷよ
105,858,お腹@ばよ?支店
106,854,まったり勢。
107,846,TEREON&#039;s
108,844,すたんどあっぷ
109,835,楽しく遊ぶ団
