,2015/11/14 13:53:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1471,Dizzy?
2,1410,Mumin谷??
3,1271,トムソン??
4,1219,Ra?ffine
5,1215,☆☆ながれ星彡
6,1180,上位目指す隊?
7,1171,ばよえ?ん。
8,1158,嵐山
9,1156,さんらいず??
10,1136,まるむすてぃ?ん
11,1121,†とわいらいと†
12,1108,早乙女学園?
13,1084,?いちごぷよ隊?
14,1079,さんせっと??
15,1059,祝RedbuII
16,1049,えすぽらーず
17,1040,tipo
18,1027,谷口ぴーまん
19,1026,赤い妖精
20,1021,かもみ～るかふぇ
21,1015,カーバンクル
22,1008,たいようのほこら
23,981,ぴんぽーん
24,972,?Ｃlair?
25,970,Antenna
26,963,MYM318☆彡
27,954,だらゴロ・囚・
28,941,☆命蓮寺☆
29,941,からあげ流星群
30,939,かおりワールド
31,929,淡麗生!!
32,926,ねこたらんど
33,923,にゃ?んだふる♪
34,921,無課金こそ愉悦!
35,920,ぷよビ～ッチ☆
36,918,?怪盗スケルトン
37,918,Luxillia
38,915,ミッドガルド?
39,911,ぷよクエ楽しみ隊
40,910,ももピーチ帝国
41,908,ＢＢ団
42,900,かわいいはせいぎ
43,899,プリンシパル☆彡
44,892,LovE?
45,891,†魔導学校†
46,889,ねこずき
47,888,Law@
48,885,やわらかギルド
49,884,ねこぽよ軍??
50,880,いえろ～こんび♪
51,878,にないか
52,876,V.I.P.
53,874,賢者モード
54,869,一生を寝てい隊
55,866,Lαvｉn&#039;υ?
56,861,ぷよろう会
57,859,果物の缶詰
58,846,★エーミール★
59,845,Buzz?
60,839,とれっきんぐ
61,837,ぼっち同盟
62,826,無KG板ギルド
63,824,ブルーウィング
64,824,2chスレギルド
65,819,★愉快な仲間達☆
66,806,?アンシェル?
67,806,お笑い?研究府
68,805,BestLuck
69,805,自由都市ももにち
70,803,ファンタビーチ
71,792,遊戯都市第七地区
72,791,佐久間上水
73,786,ひろす
74,786,同じ穴のぷよら～
75,786,ぷよっとパニック
76,785,チームかつをぶし
77,785,パンダ百匹！！
78,784,Ｋ２
79,782,祝！ＳＳあひる組
80,778,ウィッチ魔法学院
81,778,?KoB?
82,776,ちょびぎるど
83,771,Gunners!
84,770,チームかわいい
85,765,ラフィ亭
86,763,トウーンタウン
87,762,うさぎの巣?
88,762,手製ぷよ
89,761,☆ネコカフェ☆
90,758,let&#039;sぷよ！
91,757,コンパイルクラブ
92,756,パーミテーション
93,756,みなとみらい
94,755,Blackチョコ
95,751,陽だまりのねこ?
96,750,六猫?おーき軍
97,746,猫好き仙人界
98,745,エランド
99,742,早起は三文のとく
100,739,ジュビレーション
101,737,???☆
102,732,みなみけ
103,732,AGILE
104,731,お腹@ばよ?支店
105,727,SPIRAL★彡
106,722,すたんどあっぷ
107,716,ねこのうにメロン
108,716,ギルド一ナツ
109,714,ぐみぷよ
110,712,ぷよく鉛筆?HB
111,710,まったり勢。
