,2015/11/15 03:44:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1504,Dizzy?
2,1501,Mumin谷??
3,1383,トムソン??
4,1312,Ra?ffine
5,1310,☆☆ながれ星彡
6,1295,上位目指す隊?
7,1274,ばよえ?ん。
8,1256,嵐山
9,1251,さんらいず??
10,1235,まるむすてぃ?ん
11,1215,†とわいらいと†
12,1194,早乙女学園?
13,1161,さんせっと??
14,1159,?いちごぷよ隊?
15,1149,祝RedbuII
16,1128,えすぽらーず
17,1112,tipo
18,1109,カーバンクル
19,1099,谷口ぴーまん
20,1097,赤い妖精
21,1095,かもみ～るかふぇ
22,1084,たいようのほこら
23,1075,ぴんぽーん
24,1055,?Ｃlair?
25,1048,だらゴロ・囚・
26,1044,☆命蓮寺☆
27,1032,Antenna
28,1031,MYM318☆彡
29,1028,ねこたらんど
30,1028,ももピーチ帝国
31,1024,Luxillia
32,1024,かおりワールド
33,1024,にゃ?んだふる♪
34,1023,からあげ流星群
35,1021,?怪盗スケルトン
36,1019,淡麗生!!
37,1017,かわいいはせいぎ
38,1016,ＢＢ団
39,1014,ぷよクエ楽しみ隊
40,1012,無課金こそ愉悦!
41,1011,プリンシパル☆彡
42,1011,†魔導学校†
43,1009,ミッドガルド?
44,1007,ぷよビ～ッチ☆
45,1005,賢者モード
46,1001,ねこずき
47,999,LovE?
48,996,ねこぽよ軍??
49,996,いえろ～こんび♪
50,985,V.I.P.
51,982,にないか
52,982,Law@
53,980,Lαvｉn&#039;υ?
54,979,やわらかギルド
55,974,ぷよろう会
56,972,果物の缶詰
57,969,★エーミール★
58,959,一生を寝てい隊
59,933,無KG板ギルド
60,931,2chスレギルド
61,929,とれっきんぐ
62,925,ぼっち同盟
63,925,自由都市ももにち
64,917,Buzz?
65,916,★愉快な仲間達☆
66,913,お笑い?研究府
67,910,ブルーウィング
68,901,?アンシェル?
69,901,ファンタビーチ
70,898,佐久間上水
71,896,同じ穴のぷよら～
72,895,ひろす
73,893,BestLuck
74,890,パンダ百匹！！
75,888,ちょびぎるど
76,884,遊戯都市第七地区
77,881,祝！ＳＳあひる組
78,879,ぷよっとパニック
79,878,Ｋ２
80,872,チームかわいい
81,869,チームかつをぶし
82,869,手製ぷよ
83,865,うさぎの巣?
84,864,?KoB?
85,861,トウーンタウン
86,859,ラフィ亭
87,859,☆マーロボカフェ
88,858,ウィッチ魔法学院
89,853,Gunners!
90,853,猫好き仙人界
91,851,みなとみらい
92,843,let&#039;sぷよ！
93,842,早起は三文のとく
94,839,AGILE
95,838,六猫?おーき軍
96,836,陽だまりのねこ?
97,832,???☆
98,832,ジュビレーション
99,831,Blackチョコ
100,831,コンパイルクラブ
101,828,SPIRAL★彡
102,824,エランド
103,824,パーミテーション
104,819,ぐみぷよ
105,816,お腹@ばよ?支店
106,808,まったり勢。
107,804,すたんどあっぷ
108,796,ぷよく鉛筆?HB
109,792,ねこのうにメロン
110,789,みなみけ
