,2015/11/13 02:24:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1161,Dizzy?
2,1127,Mumin谷??
3,1029,トムソン??
4,1011,Ra?ffine
5,991,☆☆ながれ星彡
6,953,上位目指す隊?
7,920,ばよえ?ん。
8,912,さんらいず??
9,874,†とわいらいと†
10,857,嵐山
11,838,早乙女学園?
12,835,まるむすてぃ?ん
13,834,さんせっと??
14,825,もっこすなぎさ！
15,815,えすぽらーず
16,813,?いちごぷよ隊?
17,801,かもみ～るかふぇ
18,799,谷口ぴーまん
19,788,tipo
20,746,カーバンクル
21,742,赤い妖精
22,730,?Ｃlair?
23,728,ぴんぽーん
24,718,淡麗生!!
25,718,からあげ流星群
26,708,Antenna
27,708,たいようのほこら
28,703,MYM318☆彡
29,680,ねこたらんど
30,679,だらゴロ・囚・
31,671,かおりワールド
32,669,一生を寝てい隊
33,666,いえろ～こんび♪
34,665,ミッドガルド?
35,662,LovE?
36,662,ぷよビ～ッチ☆
37,662,ねこぽよ軍??
38,659,にゃ?んだふる♪
39,658,?怪盗スケルトン
40,655,ももピーチ帝国
41,652,プリンシパル☆彡
42,649,Law@
43,647,無課金こそ愉悦!
44,644,V.I.P.
45,641,ぷよクエ楽しみ隊
46,641,☆命蓮寺☆
47,639,ねこずき
48,639,†魔導学校†
49,637,Lαvｉn&#039;υ?
50,635,Luxillia
51,631,にないか
52,629,ＢＢ団
53,626,ぼっち同盟
54,624,Buzz?
55,624,賢者モード
56,623,やわらかギルド
57,621,★愉快な仲間達☆
58,618,果物の缶詰
59,618,★エーミール★
60,617,かわいいはせいぎ
61,616,ぷよろう会
62,610,自由都市ももにち
63,609,チームかつをぶし
64,605,?アンシェル?
65,600,ちょびぎるど
66,594,お笑い?研究府
67,594,ウィッチ魔法学院
68,592,佐久間上水
69,591,同じ穴のぷよら～
70,591,BestLuck
71,590,コンパイルクラブ
72,589,パンダ百匹！！
73,588,ブルーウィング
74,588,2chスレギルド
75,586,とれっきんぐ
76,586,祝！ＳＳあひる組
77,586,ぷよっとパニック
78,585,みなみけ
79,585,無KG板ギルド
80,585,陽だまりのねこ?
81,584,トウーンタウン
82,580,エランド
83,579,Blackチョコ
84,578,?KoB?
85,578,ファンタビーチ
86,575,ラフィ亭
87,571,うさぎの巣?
88,571,お腹@ばよ?支店
89,568,猫好き仙人界
90,568,let&#039;sぷよ！
91,565,Ｋ２
92,564,遊戯都市第七地区
93,562,六猫?おーき軍
94,562,ジュビレーション
95,558,Gunners!
96,558,ひろす
97,555,みなとみらい
98,554,チームかわいい
99,552,手製ぷよ
100,551,パーミテーション
101,549,ねこのうにメロン
102,548,ギルド一ナツ
103,547,SPIRAL★彡
104,544,COLORS＊*
105,541,AGILE
106,540,☆ネコカフェ☆
107,539,チームやどかり
108,537,ぷよく鉛筆?HB
109,536,ももぐみ
110,534,サークルフォイ
111,534,早起は三文のとく
112,533,まったり勢。
113,533,ぐみぷよ
