,2015/11/14 00:28:01
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1351,Dizzy?
2,1305,Mumin谷??
3,1186,トムソン??
4,1147,Ra?ffine
5,1136,☆☆ながれ星彡
6,1099,上位目指す隊?
7,1087,ばよえ?ん。
8,1068,さんらいず??
9,1064,嵐山
10,1044,まるむすてぃ?ん
11,1041,†とわいらいと†
12,1029,早乙女学園?
13,1016,?いちごぷよ隊?
14,1014,さんせっと??
15,1002,えすぽらーず
16,994,祝RedbuII
17,971,tipo
18,960,谷口ぴーまん
19,949,かもみ～るかふぇ
20,948,赤い妖精
21,922,カーバンクル
22,914,たいようのほこら
23,900,ぴんぽーん
24,891,?Ｃlair?
25,883,Antenna
26,871,MYM318☆彡
27,856,からあげ流星群
28,855,だらゴロ・囚・
29,852,淡麗生!!
30,841,ねこたらんど
31,839,☆命蓮寺☆
32,839,かおりワールド
33,833,?怪盗スケルトン
34,831,にゃ?んだふる♪
35,827,無課金こそ愉悦!
36,827,ぷよビ～ッチ☆
37,823,ＢＢ団
38,822,ミッドガルド?
39,813,いえろ～こんび♪
40,809,ぷよクエ楽しみ隊
41,809,LovE?
42,807,Luxillia
43,806,ももピーチ帝国
44,806,やわらかギルド
45,805,プリンシパル☆彡
46,805,かわいいはせいぎ
47,802,ねこぽよ軍??
48,802,一生を寝てい隊
49,802,Law@
50,796,Lαvｉn&#039;υ?
51,795,†魔導学校†
52,791,ねこずき
53,786,V.I.P.
54,777,にないか
55,777,賢者モード
56,772,ぷよろう会
57,772,果物の缶詰
58,770,Buzz?
59,768,ぼっち同盟
60,757,★エーミール★
61,754,ブルーウィング
62,753,とれっきんぐ
63,749,★愉快な仲間達☆
64,742,無KG板ギルド
65,739,自由都市ももにち
66,737,2chスレギルド
67,736,お笑い?研究府
68,735,BestLuck
69,733,チームかつをぶし
70,730,ファンタビーチ
71,729,?アンシェル?
72,721,佐久間上水
73,718,同じ穴のぷよら～
74,716,パンダ百匹！！
75,716,ウィッチ魔法学院
76,715,?KoB?
77,715,ぷよっとパニック
78,714,Ｋ２
79,709,祝！ＳＳあひる組
80,709,遊戯都市第七地区
81,708,ちょびぎるど
82,701,コンパイルクラブ
83,700,ひろす
84,698,うさぎの巣?
85,697,パーミテーション
86,696,エランド
87,696,陽だまりのねこ?
88,695,ラフィ亭
89,694,Blackチョコ
90,692,トウーンタウン
91,692,☆ネコカフェ☆
92,690,Gunners!
93,689,チームかわいい
94,689,六猫?おーき軍
95,684,let&#039;sぷよ！
96,683,みなみけ
97,681,猫好き仙人界
98,680,お腹@ばよ?支店
99,676,ジュビレーション
100,674,AGILE
101,673,みなとみらい
102,673,手製ぷよ
103,669,ギルド一ナツ
104,667,ねこのうにメロン
105,664,SPIRAL★彡
106,659,早起は三文のとく
107,657,ぷよよん同盟
108,654,ぷにっぷに～！
109,652,ぷよく鉛筆?HB
110,652,COLORS＊*
111,650,すたんどあっぷ
112,650,???☆
