,2015/11/11 15:25:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,58,Dizzy?
2,55,Mumin谷??
3,53,Ra?ffine
4,52,トムソン??
5,51,☆☆ながれ星彡
6,49,さんせっと??
7,48,RedbuII?
8,47,上位目指す隊?
9,47,えすぽらーず
10,45,tipo
11,45,さんらいず??
12,44,嵐山
13,43,Lαvｉn&#039;υ?
14,43,谷口ぴーまん
15,42,パンダ百匹！！
16,42,かおりワールド
17,42,?いちごぷよ隊?
18,42,?Ｃlair?
19,42,ばよえ?ん。
20,42,†魔導学校†
21,41,†とわいらいと†
22,41,淡麗生!!
23,41,グラン・シャリオ
24,41,?怪盗スケルトン
25,41,ぴんぽーん
26,40,いえろ～こんび♪
27,40,コンパイルクラブ
28,40,ねこのうにメロン
29,40,MYM318☆彡
30,40,Buzz?
31,40,自由都市ももにち
32,40,早乙女学園?
33,40,チーム〆SD〆
34,40,コアラ市
35,40,ぷよクエ楽しみ隊
36,40,Antenna
37,39,V.I.P.
38,39,ぷよります会☆
39,39,無課金こそ愉悦!
40,39,ももピーチ帝国
41,39,赤い妖精
42,39,カーバンクル
43,39,だらゴロ・囚・
44,39,ＢＢ団
45,39,早起は三文のとく
46,39,まるむすてぃ?ん
47,39,かもみ～るかふぇ
48,38,たいようのほこら
49,38,?KoB?
50,38,同じ穴のぷよら～
51,38,ギルド一ナツ
52,38,陽だまりのねこ?
53,38,チームかつをぶし
54,38,ぁひるたいちょ組
55,38,☆命蓮寺☆
56,37,ぷよビ～ッチ☆
57,37,ぷよよよよよん?
58,37,ぷよよん同盟
59,37,ジュビレーション
60,36,?水守革命?
61,36,ファンタビーチ
62,36,★エーミール★
63,36,ぷよっとパニック
64,36,ブルーウィング
65,36,ちーむ★ぷよ
66,36,一生を寝てい隊
67,36,ぷよく鉛筆?HB
68,36,?アンシェル?
69,36,ミッドガルド?
70,36,賢者モード
71,36,ねこたらんど
72,36,ちょびぎるど
73,36,COLORS＊*
74,36,SPIRAL★彡
75,36,デカ?Åｇёнα
76,36,かわいいはせいぎ
77,36,妖精投入禁止
78,36,LTE?
79,36,北の大地☆人情派
80,35,ガウェイン
81,35,BestLuck
82,35,あわわっ子
83,35,☆月のうさぎ☆
84,35,エランド
85,35,遊戯都市第七地区
86,35,無KG板ギルド
87,35,Tぷよ軍団
88,35,六猫?おーき軍
89,35,ぷよろう会
90,35,わふー(＞ω＜)
91,35,るりあん♪
92,35,ボギャーン
93,35,トウーンタウン
94,35,ぼっち同盟
95,35,Luxillia
96,35,ねこずき
97,35,あるぱっか牧場
98,35,晴れのちぷよ
99,35,運命石の扉
100,35,赤ぷよ帽
101,35,TEREON&#039;s
102,34,Gunners!
103,34,ウィッチ魔法学院
104,34,みなみけ
105,34,プリンシパル☆彡
106,34,ルーエンハイム
107,34,ひろす
108,34,働くおじさん
109,34,LovE?
110,34,デスピナ
111,34,とれっきんぐ
112,34,?地獄の3丁目?
