,2015/11/14 19:18:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1500,Dizzy?
2,1454,Mumin谷??
3,1299,トムソン??
4,1256,Ra?ffine
5,1253,☆☆ながれ星彡
6,1212,上位目指す隊?
7,1203,ばよえ?ん。
8,1197,嵐山
9,1196,さんらいず??
10,1181,まるむすてぃ?ん
11,1152,†とわいらいと†
12,1141,早乙女学園?
13,1103,さんせっと??
14,1102,?いちごぷよ隊?
15,1091,祝RedbuII
16,1081,えすぽらーず
17,1066,tipo
18,1052,谷口ぴーまん
19,1049,カーバンクル
20,1049,かもみ～るかふぇ
21,1046,赤い妖精
22,1034,たいようのほこら
23,1020,ぴんぽーん
24,1008,?Ｃlair?
25,1001,Antenna
26,999,MYM318☆彡
27,999,だらゴロ・囚・
28,989,☆命蓮寺☆
29,984,からあげ流星群
30,971,かおりワールド
31,970,にゃ?んだふる♪
32,969,ねこたらんど
33,965,淡麗生!!
34,964,Luxillia
35,962,?怪盗スケルトン
36,958,ももピーチ帝国
37,956,ミッドガルド?
38,956,ぷよビ～ッチ☆
39,954,ぷよクエ楽しみ隊
40,954,無課金こそ愉悦!
41,947,ＢＢ団
42,946,かわいいはせいぎ
43,943,プリンシパル☆彡
44,939,ねこずき
45,938,†魔導学校†
46,931,LovE?
47,930,ねこぽよ軍??
48,923,Law@
49,923,賢者モード
50,921,やわらかギルド
51,919,V.I.P.
52,918,にないか
53,917,いえろ～こんび♪
54,909,Lαvｉn&#039;υ?
55,904,ぷよろう会
56,903,一生を寝てい隊
57,901,果物の缶詰
58,895,★エーミール★
59,872,無KG板ギルド
60,872,とれっきんぐ
61,866,Buzz?
62,861,2chスレギルド
63,861,ぼっち同盟
64,855,ブルーウィング
65,853,★愉快な仲間達☆
66,849,自由都市ももにち
67,846,お笑い?研究府
68,839,ファンタビーチ
69,839,?アンシェル?
70,835,BestLuck
71,834,佐久間上水
72,834,同じ穴のぷよら～
73,830,遊戯都市第七地区
74,824,ひろす
75,824,ちょびぎるど
76,822,パンダ百匹！！
77,820,祝！ＳＳあひる組
78,818,チームかつをぶし
79,818,Ｋ２
80,817,ぷよっとパニック
81,812,?KoB?
82,810,ウィッチ魔法学院
83,805,手製ぷよ
84,804,チームかわいい
85,803,Gunners!
86,801,ラフィ亭
87,800,うさぎの巣?
88,799,☆ネコカフェ☆
89,798,トウーンタウン
90,791,みなとみらい
91,786,let&#039;sぷよ！
92,786,パーミテーション
93,785,Blackチョコ
94,783,猫好き仙人界
95,782,陽だまりのねこ?
96,782,コンパイルクラブ
97,779,六猫?おーき軍
98,778,エランド
99,775,早起は三文のとく
100,775,AGILE
101,774,???☆
102,773,ジュビレーション
103,767,SPIRAL★彡
104,762,お腹@ばよ?支店
105,757,みなみけ
106,751,すたんどあっぷ
107,749,ぐみぷよ
108,748,まったり勢。
109,745,ねこのうにメロン
110,740,ぷよく鉛筆?HB
111,740,ギルド一ナツ
