,2015/11/11 21:47:01
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,576,Dizzy?
2,561,Mumin谷??
3,484,Ra?ffine
4,483,☆☆ながれ星彡
5,467,トムソン??
6,423,さんせっと??
7,421,ばよえ?ん。
8,420,さんらいず??
9,411,上位目指す隊?
10,405,えすぽらーず
11,395,?いちごぷよ隊?
12,395,RedbuII?
13,394,早乙女学園?
14,391,†とわいらいと†
15,380,嵐山
16,370,谷口ぴーまん
17,356,かもみ～るかふぇ
18,355,まるむすてぃ?ん
19,334,たいようのほこら
20,334,からあげ流星群
21,333,カーバンクル
22,332,tipo
23,332,淡麗生!!
24,329,Antenna
25,324,?Ｃlair?
26,321,ミッドガルド?
27,319,赤い妖精
28,319,MYM318☆彡
29,318,無課金こそ愉悦!
30,315,かおりワールド
31,314,ねこたらんど
32,310,ぴんぽーん
33,309,V.I.P.
34,304,だらゴロ・囚・
35,303,?怪盗スケルトン
36,303,にゃ?んだふる♪
37,302,いえろ～こんび♪
38,301,プリンシパル☆彡
39,299,ぷよクエ楽しみ隊
40,299,†魔導学校†
41,298,一生を寝てい隊
42,298,LovE?
43,296,ちょびぎるど
44,296,チームかつをぶし
45,296,Lαvｉn&#039;υ?
46,295,☆命蓮寺☆
47,293,同じ穴のぷよら～
48,293,★愉快な仲間達☆
49,290,Law@
50,289,祝3S佐久間上水
51,289,ぷよビ～ッチ☆
52,289,やわらかギルド
53,288,ももピーチ帝国
54,287,かわいいはせいぎ
55,286,お笑い?研究府
56,285,★エーミール★
57,285,ねこずき
58,285,にないか
59,281,ＢＢ団
60,279,ぷよろう会
61,279,果物の缶詰
62,279,ねこのうにメロン
63,279,?アンシェル?
64,279,ねこぽよ軍??
65,276,ぷよよよよよん?
66,274,ギルド一ナツ
67,273,ブルーウィング
68,273,とれっきんぐ
69,273,ぷよっとパニック
70,271,自由都市ももにち
71,271,ぼっち同盟
72,271,みなとみらい
73,271,無KG板ギルド
74,271,賢者モード
75,269,Luxillia
76,269,2chスレギルド
77,269,エランド
78,269,トウーンタウン
79,269,Buzz?
80,268,BestLuck
81,267,ラフィ亭
82,266,?KoB?
83,266,ウィッチ魔法学院
84,266,パーミテーション
85,265,ジュビレーション
86,264,陽だまりのねこ?
87,264,Blackチョコ
88,263,ファンタビーチ
89,263,AGILE
90,262,けにくら！祝LS
91,262,うさぎの巣?
92,260,ももぐみ
93,260,ぁひるたいちょ組
94,260,SPIRAL★彡
95,259,Lipton　
96,259,猫好き仙人界
97,259,コスモツリー
98,259,遊戯都市第七地区
99,259,パンダ百匹！！
100,259,ぷよく鉛筆?HB
101,259,コンパイルクラブ
102,259,早起は三文のとく
103,259,Ｋ２
104,259,北の大地☆人情派
105,258,?水守革命?
106,258,Gunners!
107,258,六猫?おーき軍
108,256,お腹@ばよ?支店
109,254,COLORS＊*
110,254,みなみけ
111,253,まったりにゃーん
112,253,LxStella
113,252,チームやどかり
