,2015/11/11 17:31:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,279,Dizzy?
2,263,Mumin谷??
3,238,Ra?ffine
4,237,☆☆ながれ星彡
5,229,トムソン??
6,222,さんせっと??
7,207,上位目指す隊?
8,205,ばよえ?ん。
9,202,さんらいず??
10,201,えすぽらーず
11,199,†とわいらいと†
12,198,早乙女学園?
13,198,RedbuII?
14,197,?いちごぷよ隊?
15,189,tipo
16,189,嵐山
17,183,谷口ぴーまん
18,183,淡麗生!!
19,179,まるむすてぃ?ん
20,174,?Ｃlair?
21,174,Antenna
22,172,ミッドガルド?
23,171,かもみ～るかふぇ
24,171,たいようのほこら
25,171,V.I.P.
26,171,カーバンクル
27,170,ねこのうにメロン
28,169,†魔導学校†
29,169,無課金こそ愉悦!
30,169,かおりワールド
31,168,Lαvｉn&#039;υ?
32,167,MYM318☆彡
33,167,からあげ流星群
34,166,ねこたらんど
35,165,ぴんぽーん
36,163,★エーミール★
37,161,同じ穴のぷよら～
38,159,一生を寝てい隊
39,159,赤い妖精
40,159,だらゴロ・囚・
41,159,にゃ?んだふる♪
42,159,Law@
43,159,Luxillia
44,158,LovE?
45,158,チームかつをぶし
46,157,お笑い?研究府
47,157,ギルド一ナツ
48,156,?怪盗スケルトン
49,155,★愉快な仲間達☆
50,155,ぷよクエ楽しみ隊
51,154,ぷよビ～ッチ☆
52,153,ちょびぎるど
53,152,ももピーチ帝国
54,152,プリンシパル☆彡
55,151,ぷよろう会
56,150,ねこぽよ軍??
57,150,果物の缶詰
58,149,いえろ～こんび♪
59,149,ぷよっとパニック
60,149,佐久間上水
61,149,早起は三文のとく
62,149,やわらかギルド
63,149,コンパイルクラブ
64,149,ねこずき
65,148,かわいいはせいぎ
66,148,トウーンタウン
67,146,ラフィ亭
68,146,ファンタビーチ
69,146,ジュビレーション
70,145,陽だまりのねこ?
71,145,無KG板ギルド
72,145,☆命蓮寺☆
73,144,ＢＢ団
74,144,とれっきんぐ
75,144,パーミテーション
76,144,エランド
77,143,ぁひるたいちょ組
78,143,Ｋ２
79,142,ぷよく鉛筆?HB
80,142,?アンシェル?
81,142,パンダ百匹！！
82,141,SPIRAL★彡
83,141,ぼっち同盟
84,141,BestLuck
85,141,ぷよよよよよん?
86,140,?KoB?
87,140,ブルーウィング
88,139,賢者モード
89,139,Gunners!
90,139,2chスレギルド
91,138,AGILE
92,138,六猫?おーき軍
93,138,ボギャーン
94,136,ウィッチ魔法学院
95,135,遊戯都市第七地区
96,135,にないか
97,135,Lipton　
98,135,☆ネコカフェ☆
99,134,チームやどかり
100,134,がんばりまっくす
101,134,魔神宮
102,134,???☆
103,134,マミーポコ
104,133,ひろす
105,133,Blackチョコ
106,133,will
107,132,うさぎの巣?
108,132,ぷよよん同盟
109,132,Sirius?
110,132,まったりにゃーん
111,131,?地獄の3丁目?
112,131,コスモツリー
113,130,ぷよります会☆
114,130,TEREON&#039;s
