,2015/11/12 00:44:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,714,Mumin谷??
2,707,Dizzy?
3,603,Ra?ffine
4,598,☆☆ながれ星彡
5,577,トムソン??
6,535,上位目指す隊?
7,523,ばよえ?ん。
8,520,さんらいず??
9,520,さんせっと??
10,516,†とわいらいと†
11,496,えすぽらーず
12,496,?いちごぷよ隊?
13,490,早乙女学園?
14,488,RedbuII?
15,479,嵐山
16,451,谷口ぴーまん
17,444,まるむすてぃ?ん
18,441,かもみ～るかふぇ
19,426,淡麗生!!
20,424,カーバンクル
21,420,からあげ流星群
22,420,Antenna
23,418,?Ｃlair?
24,408,かおりワールド
25,406,たいようのほこら
26,405,赤い妖精
27,403,tipo
28,403,MYM318☆彡
29,401,無課金こそ愉悦!
30,401,ミッドガルド?
31,398,ぴんぽーん
32,398,?怪盗スケルトン
33,396,いえろ～こんび♪
34,393,LovE?
35,392,だらゴロ・囚・
36,392,ねこたらんど
37,391,Lαvｉn&#039;υ?
38,390,チームかつをぶし
39,389,Law@
40,389,プリンシパル☆彡
41,389,V.I.P.
42,384,ちょびぎるど
43,383,にゃ?んだふる♪
44,380,†魔導学校†
45,378,一生を寝てい隊
46,378,ぷよクエ楽しみ隊
47,376,ももピーチ帝国
48,375,☆命蓮寺☆
49,371,★愉快な仲間達☆
50,370,ねこずき
51,370,祝3S佐久間上水
52,369,ＢＢ団
53,368,かわいいはせいぎ
54,367,にないか
55,367,お笑い?研究府
56,366,ねこぽよ軍??
57,365,同じ穴のぷよら～
58,364,★エーミール★
59,361,賢者モード
60,361,自由都市ももにち
61,358,ぷよビ～ッチ☆
62,355,やわらかギルド
63,351,ぷよっとパニック
64,350,ブルーウィング
65,349,果物の缶詰
66,348,とれっきんぐ
67,348,ぷよろう会
68,347,ねこのうにメロン
69,347,ぷよよよよよん?
70,344,?KoB?
71,343,Luxillia
72,343,Buzz?
73,339,お腹@ばよ?支店
74,339,みなとみらい
75,339,ぼっち同盟
76,338,?アンシェル?
77,338,無KG板ギルド
78,337,2chスレギルド
79,336,パーミテーション
80,334,ジュビレーション
81,331,猫好き仙人界
82,331,ラフィ亭
83,331,陽だまりのねこ?
84,330,うさぎの巣?
85,329,Ｋ２
86,328,BestLuck
87,327,エランド
88,326,AGILE
89,326,ウィッチ魔法学院
90,326,トウーンタウン
91,325,ぷよく鉛筆?HB
92,325,コンパイルクラブ
93,325,Blackチョコ
94,323,コスモツリー
95,322,遊戯都市第七地区
96,321,けにくら！祝LS
97,319,ギルド一ナツ
98,319,Gunners!
99,318,ももぐみ
100,318,SPIRAL★彡
101,317,ぁひるたいちょ組
102,316,パンダ百匹！！
103,315,みなみけ
104,314,COLORS＊*
105,313,ファンタビーチ
106,310,早起は三文のとく
107,309,北の大地☆人情派
108,309,Tぷよ軍団
109,308,Lipton　
110,308,まったりにゃーん
111,307,TEREON&#039;s
112,307,チームかわいい
113,306,手製ぷよ
