,2015/11/12 11:32:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1007,Dizzy?
2,960,Mumin谷??
3,828,トムソン??
4,793,Ra?ffine
5,750,☆☆ながれ星彡
6,734,上位目指す隊?
7,705,ばよえ?ん。
8,701,さんらいず??
9,682,†とわいらいと†
10,663,嵐山
11,658,えすぽらーず
12,654,さんせっと??
13,649,早乙女学園?
14,635,?いちごぷよ隊?
15,630,RedbuII?
16,627,まるむすてぃ?ん
17,607,かもみ～るかふぇ
18,581,赤い妖精
19,579,tipo
20,574,谷口ぴーまん
21,572,カーバンクル
22,559,たいようのほこら
23,559,淡麗生!!
24,551,Antenna
25,549,?Ｃlair?
26,548,ミッドガルド?
27,543,MYM318☆彡
28,543,からあげ流星群
29,534,かおりワールド
30,523,ぴんぽーん
31,523,だらゴロ・囚・
32,519,ねこたらんど
33,516,プリンシパル☆彡
34,514,LovE?
35,513,V.I.P.
36,511,?怪盗スケルトン
37,510,無課金こそ愉悦!
38,509,ぷよビ～ッチ☆
39,508,Law@
40,507,Lαvｉn&#039;υ?
41,501,ねこぽよ軍??
42,501,いえろ～こんび♪
43,499,ももピーチ帝国
44,499,一生を寝てい隊
45,497,†魔導学校†
46,497,にゃ?んだふる♪
47,492,にないか
48,492,☆命蓮寺☆
49,490,★愉快な仲間達☆
50,488,ねこずき
51,487,Luxillia
52,484,★エーミール★
53,481,チームかつをぶし
54,480,ちょびぎるど
55,477,やわらかギルド
56,477,果物の缶詰
57,477,Buzz?
58,476,賢者モード
59,476,ぷよクエ楽しみ隊
60,474,ＢＢ団
61,472,ぷよろう会
62,471,お笑い?研究府
63,466,自由都市ももにち
64,465,かわいいはせいぎ
65,464,ぷよっとパニック
66,462,ぼっち同盟
67,458,2chスレギルド
68,458,?アンシェル?
69,457,とれっきんぐ
70,455,?KoB?
71,454,佐久間上水
72,454,同じ穴のぷよら～
73,448,ラフィ亭
74,447,ブルーウィング
75,447,ぁひるたいちょ組
76,446,Gunners!
77,445,無KG板ギルド
78,444,コンパイルクラブ
79,444,遊戯都市第七地区
80,444,お腹@ばよ?支店
81,443,トウーンタウン
82,442,Ｋ２
83,442,うさぎの巣?
84,438,みなみけ
85,435,Blackチョコ
86,435,ファンタビーチ
87,435,BestLuck
88,434,パーミテーション
89,434,パンダ百匹！！
90,434,ウィッチ魔法学院
91,433,let&#039;sぷよ！
92,432,エランド
93,431,ひろす
94,428,六猫?おーき軍
95,428,陽だまりのねこ?
96,428,猫好き仙人界
97,428,ジュビレーション
98,426,みなとみらい
99,426,チームかわいい
100,426,ぷよく鉛筆?HB
101,424,ギルド一ナツ
102,423,COLORS＊*
103,421,ぷよよよよよん?
104,421,早起は三文のとく
105,417,☆ネコカフェ☆
106,416,TEREON&#039;s
107,416,手製ぷよ
108,412,ねこのうにメロン
109,411,SPIRAL★彡
110,411,北の大地☆人情派
111,410,ぷよクエRUSH
112,409,風来のぷよ使い
