,2015/11/14 08:39:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1416,Dizzy?
2,1380,Mumin谷??
3,1228,トムソン??
4,1196,Ra?ffine
5,1182,☆☆ながれ星彡
6,1139,上位目指す隊?
7,1133,ばよえ?ん。
8,1119,嵐山
9,1118,さんらいず??
10,1099,まるむすてぃ?ん
11,1092,†とわいらいと†
12,1082,早乙女学園?
13,1049,さんせっと??
14,1049,?いちごぷよ隊?
15,1031,祝RedbuII
16,1028,えすぽらーず
17,1017,tipo
18,1003,赤い妖精
19,1001,谷口ぴーまん
20,998,かもみ～るかふぇ
21,979,たいようのほこら
22,976,カーバンクル
23,941,ぴんぽーん
24,938,Antenna
25,930,?Ｃlair?
26,926,MYM318☆彡
27,912,からあげ流星群
28,906,☆命蓮寺☆
29,906,だらゴロ・囚・
30,899,かおりワールド
31,892,淡麗生!!
32,887,ねこたらんど
33,887,無課金こそ愉悦!
34,886,にゃ?んだふる♪
35,884,ミッドガルド?
36,884,ぷよビ～ッチ☆
37,876,?怪盗スケルトン
38,874,ＢＢ団
39,871,Luxillia
40,864,ももピーチ帝国
41,858,ぷよクエ楽しみ隊
42,857,プリンシパル☆彡
43,856,かわいいはせいぎ
44,854,LovE?
45,852,†魔導学校†
46,852,いえろ～こんび♪
47,850,やわらかギルド
48,849,ねこぽよ軍??
49,848,Law@
50,844,ねこずき
51,840,V.I.P.
52,839,Lαvｉn&#039;υ?
53,838,一生を寝てい隊
54,837,賢者モード
55,836,にないか
56,824,果物の缶詰
57,818,ぷよろう会
58,818,Buzz?
59,809,ぼっち同盟
60,806,とれっきんぐ
61,802,★エーミール★
62,794,ブルーウィング
63,791,2chスレギルド
64,785,無KG板ギルド
65,784,★愉快な仲間達☆
66,778,BestLuck
67,774,自由都市ももにち
68,769,お笑い?研究府
69,766,ファンタビーチ
70,764,?アンシェル?
71,763,遊戯都市第七地区
72,758,チームかつをぶし
73,754,Ｋ２
74,752,パンダ百匹！！
75,752,ひろす
76,752,同じ穴のぷよら～
77,751,ぷよっとパニック
78,751,佐久間上水
79,749,?KoB?
80,748,ウィッチ魔法学院
81,747,祝！ＳＳあひる組
82,745,Gunners!
83,741,チームかわいい
84,739,ちょびぎるど
85,736,うさぎの巣?
86,736,トウーンタウン
87,734,コンパイルクラブ
88,732,ラフィ亭
89,732,let&#039;sぷよ！
90,727,手製ぷよ
91,726,☆ネコカフェ☆
92,725,陽だまりのねこ?
93,724,パーミテーション
94,722,Blackチョコ
95,721,六猫?おーき軍
96,720,エランド
97,716,みなとみらい
98,712,ジュビレーション
99,711,猫好き仙人界
100,707,みなみけ
101,704,AGILE
102,701,早起は三文のとく
103,700,???☆
104,698,SPIRAL★彡
105,697,お腹@ばよ?支店
106,694,ギルド一ナツ
107,692,すたんどあっぷ
108,691,ねこのうにメロン
109,688,ぷよく鉛筆?HB
110,687,ぷよよん同盟
111,686,ほうきぼし
