,2015/11/13 18:28:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1299,Dizzy?
2,1249,Mumin谷??
3,1133,トムソン??
4,1100,Ra?ffine
5,1083,☆☆ながれ星彡
6,1046,上位目指す隊?
7,1039,ばよえ?ん。
8,1020,さんらいず??
9,1012,嵐山
10,1006,†とわいらいと†
11,1002,まるむすてぃ?ん
12,976,早乙女学園?
13,957,さんせっと??
14,951,?いちごぷよ隊?
15,944,えすぽらーず
16,931,もっこすなぎさ！
17,927,tipo
18,900,谷口ぴーまん
19,892,かもみ～るかふぇ
20,879,赤い妖精
21,861,カーバンクル
22,847,たいようのほこら
23,838,?Ｃlair?
24,837,ぴんぽーん
25,816,Antenna
26,809,からあげ流星群
27,809,MYM318☆彡
28,801,淡麗生!!
29,795,だらゴロ・囚・
30,788,ねこたらんど
31,786,かおりワールド
32,778,ぷよビ～ッチ☆
33,773,ミッドガルド?
34,773,にゃ?んだふる♪
35,764,☆命蓮寺☆
36,764,無課金こそ愉悦!
37,762,いえろ～こんび♪
38,761,LovE?
39,759,?怪盗スケルトン
40,755,Luxillia
41,754,ＢＢ団
42,752,一生を寝てい隊
43,751,ねこぽよ軍??
44,750,ももピーチ帝国
45,748,プリンシパル☆彡
46,746,Law@
47,744,Lαvｉn&#039;υ?
48,744,ぷよクエ楽しみ隊
49,742,†魔導学校†
50,739,やわらかギルド
51,739,V.I.P.
52,730,ねこずき
53,728,賢者モード
54,726,かわいいはせいぎ
55,721,果物の缶詰
56,721,にないか
57,717,ぷよろう会
58,713,ぼっち同盟
59,710,Buzz?
60,707,★エーミール★
61,703,★愉快な仲間達☆
62,693,2chスレギルド
63,692,BestLuck
64,692,とれっきんぐ
65,689,自由都市ももにち
66,689,無KG板ギルド
67,686,ブルーウィング
68,686,お笑い?研究府
69,682,ファンタビーチ
70,681,チームかつをぶし
71,680,?アンシェル?
72,672,ウィッチ魔法学院
73,668,佐久間上水
74,667,祝！ＳＳあひる組
75,667,パンダ百匹！！
76,667,ちょびぎるど
77,667,ぷよっとパニック
78,662,?KoB?
79,661,同じ穴のぷよら～
80,659,コンパイルクラブ
81,659,遊戯都市第七地区
82,658,Ｋ２
83,655,ひろす
84,655,エランド
85,654,陽だまりのねこ?
86,651,トウーンタウン
87,650,ラフィ亭
88,649,うさぎの巣?
89,648,六猫?おーき軍
90,648,みなみけ
91,648,Blackチョコ
92,645,let&#039;sぷよ！
93,644,お腹@ばよ?支店
94,641,猫好き仙人界
95,639,☆ネコカフェ☆
96,638,パーミテーション
97,638,Gunners!
98,637,チームかわいい
99,634,ギルド一ナツ
100,632,ジュビレーション
101,627,AGILE
102,626,みなとみらい
103,624,手製ぷよ
104,623,ねこのうにメロン
105,616,???☆
106,615,早起は三文のとく
107,613,ぷよく鉛筆?HB
108,613,COLORS＊*
109,611,SPIRAL★彡
110,610,チームやどかり
111,607,ぷにっぷに～！
112,607,すたんどあっぷ
