,2015/11/11 17:25:01
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,273,Dizzy?
2,256,Mumin谷??
3,230,Ra?ffine
4,229,☆☆ながれ星彡
5,221,トムソン??
6,216,さんせっと??
7,200,上位目指す隊?
8,200,ばよえ?ん。
9,199,さんらいず??
10,195,えすぽらーず
11,192,RedbuII?
12,191,早乙女学園?
13,191,†とわいらいと†
14,190,?いちごぷよ隊?
15,188,tipo
16,181,嵐山
17,179,淡麗生!!
18,178,谷口ぴーまん
19,173,まるむすてぃ?ん
20,170,?Ｃlair?
21,169,Antenna
22,169,カーバンクル
23,169,ミッドガルド?
24,169,かもみ～るかふぇ
25,168,V.I.P.
26,168,たいようのほこら
27,166,Lαvｉn&#039;υ?
28,166,†魔導学校†
29,166,ねこのうにメロン
30,164,無課金こそ愉悦!
31,163,かおりワールド
32,162,MYM318☆彡
33,161,ねこたらんど
34,160,★エーミール★
35,159,からあげ流星群
36,159,ぴんぽーん
37,158,同じ穴のぷよら～
38,155,一生を寝てい隊
39,155,赤い妖精
40,154,LovE?
41,154,だらゴロ・囚・
42,153,Luxillia
43,153,チームかつをぶし
44,153,にゃ?んだふる♪
45,152,Law@
46,152,★愉快な仲間達☆
47,152,お笑い?研究府
48,151,?怪盗スケルトン
49,151,ギルド一ナツ
50,150,ぷよビ～ッチ☆
51,149,ちょびぎるど
52,149,ぷよクエ楽しみ隊
53,149,プリンシパル☆彡
54,149,ぷよろう会
55,148,ももピーチ帝国
56,147,いえろ～こんび♪
57,147,果物の缶詰
58,146,早起は三文のとく
59,145,佐久間上水
60,145,ねこぽよ軍??
61,146,佐久間上水
62,145,ねこずき
63,145,コンパイルクラブ
64,144,トウーンタウン
65,144,かわいいはせいぎ
66,144,やわらかギルド
67,143,ジュビレーション
68,141,無KG板ギルド
69,141,☆命蓮寺☆
70,141,ラフィ亭
71,141,ファンタビーチ
72,141,陽だまりのねこ?
73,141,SPIRAL★彡
74,140,ＢＢ団
75,140,ぷよく鉛筆?HB
76,140,とれっきんぐ
77,139,ぁひるたいちょ組
78,139,エランド
79,139,Ｋ２
80,139,パーミテーション
81,139,ぼっち同盟
82,139,賢者モード
83,139,パンダ百匹！！
84,139,?アンシェル?
85,138,ぷよよよよよん?
86,138,BestLuck
87,137,?KoB?
88,137,ブルーウィング
89,135,Gunners!
90,134,六猫?おーき軍
91,134,AGILE
92,133,ボギャーン
93,133,2chスレギルド
94,133,チームやどかり
95,131,☆ネコカフェ☆
96,131,???☆
97,131,がんばりまっくす
98,130,?地獄の3丁目?
99,130,will
100,130,マミーポコ
101,130,遊戯都市第七地区
102,130,ウィッチ魔法学院
103,130,魔神宮
104,130,まったりにゃーん
105,130,にないか
106,130,Blackチョコ
107,129,コスモツリー
108,129,ひろす
109,129,Lipton　
110,129,うさぎの巣?
111,129,あわわっ子
112,128,TEREON&#039;s
113,128,ぷよります会☆
114,128,ぷよよん同盟
115,128,Sirius?
