,2015/11/11 22:20:03
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,607,Dizzy?
2,595,Mumin谷??
3,511,☆☆ながれ星彡
4,511,Ra?ffine
5,494,トムソン??
6,449,さんせっと??
7,445,ばよえ?ん。
8,442,さんらいず??
9,437,上位目指す隊?
10,419,えすぽらーず
11,419,†とわいらいと†
12,416,?いちごぷよ隊?
13,415,早乙女学園?
14,415,RedbuII?
15,402,嵐山
16,390,谷口ぴーまん
17,374,まるむすてぃ?ん
18,373,かもみ～るかふぇ
19,358,からあげ流星群
20,355,淡麗生!!
21,355,tipo
22,354,カーバンクル
23,353,たいようのほこら
24,350,Antenna
25,349,?Ｃlair?
26,344,ミッドガルド?
27,341,無課金こそ愉悦!
28,339,MYM318☆彡
29,338,赤い妖精
30,336,かおりワールド
31,335,ねこたらんど
32,328,ぴんぽーん
33,326,V.I.P.
34,323,?怪盗スケルトン
35,322,プリンシパル☆彡
36,321,だらゴロ・囚・
37,320,にゃ?んだふる♪
38,319,ぷよクエ楽しみ隊
39,318,いえろ～こんび♪
40,313,†魔導学校†
41,313,チームかつをぶし
42,313,ちょびぎるど
43,312,一生を寝てい隊
44,312,LovE?
45,311,Lαvｉn&#039;υ?
46,311,同じ穴のぷよら～
47,310,☆命蓮寺☆
48,308,★愉快な仲間達☆
49,306,祝3S佐久間上水
50,306,Law@
51,301,お笑い?研究府
52,301,かわいいはせいぎ
53,300,やわらかギルド
54,300,ぷよビ～ッチ☆
55,299,ねこずき
56,299,ももピーチ帝国
57,299,にないか
58,299,ＢＢ団
59,298,★エーミール★
60,295,ぷよろう会
61,295,ねこぽよ軍??
62,293,果物の缶詰
63,292,ねこのうにメロン
64,289,ブルーウィング
65,289,?アンシェル?
66,289,自由都市ももにち
67,289,ぷよよよよよん?
68,288,とれっきんぐ
69,287,みなとみらい
70,286,ぷよっとパニック
71,286,ぼっち同盟
72,284,無KG板ギルド
73,282,ギルド一ナツ
74,282,Buzz?
75,281,賢者モード
76,280,2chスレギルド
77,280,ラフィ亭
78,280,エランド
79,279,トウーンタウン
80,279,Blackチョコ
81,279,パーミテーション
82,279,Luxillia
83,279,ジュビレーション
84,279,BestLuck
85,279,?KoB?
86,279,ウィッチ魔法学院
87,278,陽だまりのねこ?
88,277,うさぎの巣?
89,275,けにくら！祝LS
90,274,ファンタビーチ
91,272,AGILE
92,272,猫好き仙人界
93,271,SPIRAL★彡
94,270,コスモツリー
95,270,ももぐみ
96,270,ぁひるたいちょ組
97,270,コンパイルクラブ
98,269,パンダ百匹！！
99,269,ぷよく鉛筆?HB
100,269,LxStella
101,269,早起は三文のとく
102,269,六猫?おーき軍
103,269,Ｋ２
104,269,遊戯都市第七地区
105,269,Lipton　
106,269,?水守革命?
107,268,Gunners!
108,268,お腹@ばよ?支店
109,268,みなみけ
110,267,北の大地☆人情派
111,267,COLORS＊*
112,265,まったりにゃーん
113,264,チームやどかり
