,2015/11/11 15:02:05
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,4,Ra?ffine
2,3,上位目指す隊?
3,3,Dizzy?
4,3,†とわいらいと†
5,3,Mumin谷??
6,3,嵐山
7,3,Antenna
8,3,いえろ～こんび♪
9,3,さんらいず??
10,3,?Ｃlair?
11,3,さんせっと??
12,3,赤い妖精
13,3,谷口ぴーまん
14,3,2chスレギルド
15,3,?怪盗スケルトン
16,3,?いちごぷよ隊?
17,3,淡麗生!!
18,3,闇の帝国?
19,3,MYM318☆彡
20,3,?KoB?
21,3,V.I.P.
22,3,あるぱっか牧場
23,3,†魔導学校†
24,2,黝ぷよ騎士団
25,2,えすぽらーず
26,2,ぷよクエ楽しみ隊
27,2,東京特許許可局
28,2,BOOCT
29,2,ぷよクエRUSH
30,2,ぼっち同盟
31,3,2chスレギルド
32,3,あるぱっか牧場
33,3,みなみけ
34,3,ばよえ?ん。
35,3,ぷよっとパニック
36,3,ＢＢ団
37,3,ぷ(♪-∀-)よ
38,3,ぼっち同盟
39,3,FAIRY→
40,3,無課金だぁー!!
41,3,ぷよく鉛筆?HB
42,3,ファンタビーチ
43,3,Ｋ２
44,3,赤い彗星のニャア
45,3,賢者モード
46,3,セカハナの卵?
47,3,にゃんこ遊撃隊
48,3,しろくまっ☆
49,3,コアラ市
50,3,かおりワールド
51,3,まったり勢。
52,3,ちーむ★ぷよ
53,3,Lelien
54,3,グレートねいちょ
55,3,dacapo
56,3,だらゴロ・囚・
57,3,Lαvｉn&#039;υ?
58,3,【アストラリス】
59,3,COLORS＊*
60,3,ＬＥ?ＣＩＥＬ
61,2,ねこのうにメロン
62,2,FAIRY→
63,2,?七色の愛情??
64,2,プリンシパル☆彡
65,2,ex-☆祝Aラン
66,2,おたすけギルド
67,2,つーりすと
68,2,∞メカクシ∞
69,2,Ｋ２
70,2,クジラちゃん
71,2,Goパラダイス
72,2,ばよえ?ん。
73,2,☆ぷよっと協力☆
74,2,ぐみぷよ
75,2,まにえ?ん。
76,2,グレートねいちょ
77,2,来週から本気出す
78,2,(＊´ー｀)
79,2,ぷよ大好きくらぶ
80,2,ジュビレーション
81,2,ぽんこつ応援隊
82,2,チーム〆SD〆
83,2,セカハナの卵?
84,2,ガンガンガン遅
85,2,RedbuII?
86,2,COLORS＊*
87,2,省エネ主義者
88,2,ギルド一ナツ
89,2,Gunners!
90,2,ねこまるしぇ?
91,3,モナリザの館
92,3,KYUSHU沖縄
93,3,ぷよりすと♪
94,3,コンパイラーズ
95,3,ジャガイモ潰すよ
96,3,ぷよメイト。
97,3,手製ぷよ
98,3,ex-☆祝Aラン
99,3,ブルーライト
100,3,コンパイルクラブ
101,3,?-?
102,3,自由都市ももにち
103,3,わっしょいギルド
104,3,?七色の愛情??
105,3,まこと会
106,3,たいようのほこら
107,3,アテナ
108,3,SPIRAL★彡
109,3,まるむすてぃ?ん
110,3,Rin&#039;s★
