,2015/11/11 22:04:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,590,Dizzy?
2,578,Mumin谷??
3,499,☆☆ながれ星彡
4,497,Ra?ffine
5,480,トムソン??
6,436,さんせっと??
7,434,ばよえ?ん。
8,428,さんらいず??
9,425,上位目指す隊?
10,412,えすぽらーず
11,406,?いちごぷよ隊?
12,405,早乙女学園?
13,405,RedbuII?
14,405,†とわいらいと†
15,393,嵐山
16,381,谷口ぴーまん
17,366,かもみ～るかふぇ
18,364,まるむすてぃ?ん
19,346,からあげ流星群
20,345,tipo
21,345,たいようのほこら
22,344,カーバンクル
23,344,淡麗生!!
24,340,Antenna
25,335,?Ｃlair?
26,333,ミッドガルド?
27,329,赤い妖精
28,329,無課金こそ愉悦!
29,328,MYM318☆彡
30,326,かおりワールド
31,326,ねこたらんど
32,319,ぴんぽーん
33,318,V.I.P.
34,315,?怪盗スケルトン
35,313,プリンシパル☆彡
36,313,にゃ?んだふる♪
37,312,だらゴロ・囚・
38,311,いえろ～こんび♪
39,309,ぷよクエ楽しみ隊
40,305,†魔導学校†
41,304,チームかつをぶし
42,303,ちょびぎるど
43,303,一生を寝てい隊
44,303,LovE?
45,302,Lαvｉn&#039;υ?
46,302,同じ穴のぷよら～
47,301,☆命蓮寺☆
48,299,★愉快な仲間達☆
49,299,祝3S佐久間上水
50,299,Law@
51,298,ぷよビ～ッチ☆
52,297,かわいいはせいぎ
53,296,やわらかギルド
54,295,お笑い?研究府
55,294,ねこずき
56,291,にないか
57,291,ＢＢ団
58,290,ももピーチ帝国
59,289,★エーミール★
60,289,ぷよろう会
61,288,ねこぽよ軍??
62,286,果物の缶詰
63,286,ねこのうにメロン
64,282,?アンシェル?
65,282,ブルーウィング
66,280,とれっきんぐ
67,280,みなとみらい
68,279,ぷよよよよよん?
69,279,ぷよっとパニック
70,279,ぼっち同盟
71,279,ギルド一ナツ
72,279,自由都市ももにち
73,278,賢者モード
74,277,無KG板ギルド
75,276,2chスレギルド
76,275,エランド
77,275,Luxillia
78,275,Buzz?
79,275,トウーンタウン
80,274,ラフィ亭
81,273,ジュビレーション
82,273,パーミテーション
83,273,Blackチョコ
84,273,ウィッチ魔法学院
85,272,BestLuck
86,271,?KoB?
87,270,陽だまりのねこ?
88,270,うさぎの巣?
89,269,ファンタビーチ
90,269,けにくら！祝LS
91,269,AGILE
92,268,ぁひるたいちょ組
93,267,猫好き仙人界
94,266,SPIRAL★彡
95,266,コスモツリー
96,266,ももぐみ
97,265,コンパイルクラブ
98,264,パンダ百匹！！
99,264,ぷよく鉛筆?HB
100,263,遊戯都市第七地区
101,263,早起は三文のとく
102,263,六猫?おーき軍
103,263,Lipton　
104,263,?水守革命?
105,262,Gunners!
106,262,Ｋ２
107,262,お腹@ばよ?支店
108,262,北の大地☆人情派
109,261,COLORS＊*
110,261,LxStella
111,261,みなみけ
112,260,まったりにゃーん
113,259,チームやどかり
