,2015/11/14 20:49:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1501,Dizzy?
2,1468,Mumin谷??
3,1314,トムソン??
4,1268,☆☆ながれ星彡
5,1266,Ra?ffine
6,1227,上位目指す隊?
7,1214,ばよえ?ん。
8,1201,嵐山
9,1199,さんらいず??
10,1193,まるむすてぃ?ん
11,1164,†とわいらいと†
12,1149,早乙女学園?
13,1114,?いちごぷよ隊?
14,1112,さんせっと??
15,1099,祝RedbuII
16,1087,えすぽらーず
17,1073,tipo
18,1062,カーバンクル
19,1061,谷口ぴーまん
20,1057,かもみ～るかふぇ
21,1054,赤い妖精
22,1043,たいようのほこら
23,1031,ぴんぽーん
24,1015,?Ｃlair?
25,1007,だらゴロ・囚・
26,1007,Antenna
27,1001,MYM318☆彡
28,999,☆命蓮寺☆
29,999,からあげ流星群
30,985,にゃ?んだふる♪
31,984,かおりワールド
32,983,ねこたらんど
33,980,淡麗生!!
34,977,Luxillia
35,976,?怪盗スケルトン
36,972,ももピーチ帝国
37,968,ぷよクエ楽しみ隊
38,967,ぷよビ～ッチ☆
39,966,無課金こそ愉悦!
40,966,ミッドガルド?
41,963,かわいいはせいぎ
42,963,ＢＢ団
43,958,プリンシパル☆彡
44,951,†魔導学校†
45,951,ねこずき
46,942,LovE?
47,941,ねこぽよ軍??
48,939,賢者モード
49,933,いえろ～こんび♪
50,932,Law@
51,931,やわらかギルド
52,931,V.I.P.
53,931,にないか
54,923,Lαvｉn&#039;υ?
55,918,ぷよろう会
56,914,果物の缶詰
57,912,一生を寝てい隊
58,911,★エーミール★
59,890,無KG板ギルド
60,884,とれっきんぐ
61,876,Buzz?
62,874,ぼっち同盟
63,869,2chスレギルド
64,865,★愉快な仲間達☆
65,864,ブルーウィング
66,860,自由都市ももにち
67,857,お笑い?研究府
68,853,?アンシェル?
69,851,ファンタビーチ
70,848,佐久間上水
71,844,同じ穴のぷよら～
72,843,BestLuck
73,840,遊戯都市第七地区
74,838,ちょびぎるど
75,835,ひろす
76,834,パンダ百匹！！
77,833,祝！ＳＳあひる組
78,827,ぷよっとパニック
79,827,Ｋ２
80,825,チームかつをぶし
81,823,?KoB?
82,819,ウィッチ魔法学院
83,816,手製ぷよ
84,814,チームかわいい
85,812,うさぎの巣?
86,811,トウーンタウン
87,810,ラフィ亭
88,810,☆ネコカフェ☆
89,809,Gunners!
90,801,みなとみらい
91,798,猫好き仙人界
92,797,Blackチョコ
93,796,let&#039;sぷよ！
94,792,パーミテーション
95,792,陽だまりのねこ?
96,791,六猫?おーき軍
97,791,AGILE
98,790,早起は三文のとく
99,789,コンパイルクラブ
100,786,エランド
101,786,ジュビレーション
102,786,???☆
103,780,SPIRAL★彡
104,774,お腹@ばよ?支店
105,764,みなみけ
106,760,すたんどあっぷ
107,760,まったり勢。
108,759,ぐみぷよ
109,752,ねこのうにメロン
110,751,ぷよく鉛筆?HB
111,745,ギルド一ナツ
