,2015/11/11 23:46:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,673,Dizzy?
2,673,Mumin谷??
3,571,Ra?ffine
4,564,☆☆ながれ星彡
5,546,トムソン??
6,500,ばよえ?ん。
7,499,さんせっと??
8,498,上位目指す隊?
9,487,さんらいず??
10,481,†とわいらいと†
11,467,?いちごぷよ隊?
12,466,えすぽらーず
13,463,早乙女学園?
14,462,RedbuII?
15,447,嵐山
16,431,谷口ぴーまん
17,419,まるむすてぃ?ん
18,415,かもみ～るかふぇ
19,403,淡麗生!!
20,400,からあげ流星群
21,399,カーバンクル
22,397,Antenna
23,396,?Ｃlair?
24,390,たいようのほこら
25,384,tipo
26,383,無課金こそ愉悦!
27,383,かおりワールド
28,380,MYM318☆彡
29,380,赤い妖精
30,379,ミッドガルド?
31,372,ぴんぽーん
32,370,ねこたらんど
33,369,いえろ～こんび♪
34,369,?怪盗スケルトン
35,366,V.I.P.
36,365,LovE?
37,365,プリンシパル☆彡
38,365,チームかつをぶし
39,364,Lαvｉn&#039;υ?
40,363,にゃ?んだふる♪
41,363,だらゴロ・囚・
42,361,Law@
43,359,ぷよクエ楽しみ隊
44,358,ちょびぎるど
45,357,†魔導学校†
46,356,一生を寝てい隊
47,353,★愉快な仲間達☆
48,352,☆命蓮寺☆
49,349,同じ穴のぷよら～
50,349,ねこずき
51,348,ももピーチ帝国
52,348,祝3S佐久間上水
53,347,かわいいはせいぎ
54,345,ＢＢ団
55,344,お笑い?研究府
56,341,ねこぽよ軍??
57,339,にないか
58,338,ぷよビ～ッチ☆
59,335,やわらかギルド
60,335,★エーミール★
61,331,自由都市ももにち
62,329,ぷよっとパニック
63,328,賢者モード
64,327,ぷよろう会
65,325,ねこのうにメロン
66,325,果物の缶詰
67,323,ぷよよよよよん?
68,323,ブルーウィング
69,322,とれっきんぐ
70,321,Buzz?
71,321,?アンシェル?
72,320,ぼっち同盟
73,319,?KoB?
74,318,みなとみらい
75,316,2chスレギルド
76,315,無KG板ギルド
77,315,パーミテーション
78,314,Luxillia
79,312,ラフィ亭
80,311,ジュビレーション
81,310,Blackチョコ
82,310,お腹@ばよ?支店
83,309,エランド
84,308,BestLuck
85,308,うさぎの巣?
86,308,猫好き仙人界
87,307,トウーンタウン
88,307,ウィッチ魔法学院
89,307,AGILE
90,307,けにくら！祝LS
91,306,陽だまりのねこ?
92,304,Ｋ２
93,302,コスモツリー
94,302,ギルド一ナツ
95,301,コンパイルクラブ
96,300,遊戯都市第七地区
97,299,ぷよく鉛筆?HB
98,299,Gunners!
99,299,SPIRAL★彡
100,299,パンダ百匹！！
101,299,みなみけ
102,299,ファンタビーチ
103,298,ぁひるたいちょ組
104,298,ももぐみ
105,294,LxStella
106,294,COLORS＊*
107,294,早起は三文のとく
108,293,Lipton　
109,292,まったりにゃーん
110,292,北の大地☆人情派
111,291,Tぷよ軍団
112,290,?水守革命?
113,289,六猫?おーき軍
