,2015/11/11 21:58:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,585,Dizzy?
2,573,Mumin谷??
3,493,☆☆ながれ星彡
4,491,Ra?ffine
5,475,トムソン??
6,430,ばよえ?ん。
7,430,さんせっと??
8,425,さんらいず??
9,420,上位目指す隊?
10,411,えすぽらーず
11,401,?いちごぷよ隊?
12,401,RedbuII?
13,401,早乙女学園?
14,400,†とわいらいと†
15,389,嵐山
16,377,谷口ぴーまん
17,363,かもみ～るかふぇ
18,361,まるむすてぃ?ん
19,342,たいようのほこら
20,341,からあげ流星群
21,341,tipo
22,340,カーバンクル
23,339,淡麗生!!
24,337,Antenna
25,330,?Ｃlair?
26,329,ミッドガルド?
27,325,赤い妖精
28,325,無課金こそ愉悦!
29,324,MYM318☆彡
30,322,かおりワールド
31,321,ねこたらんど
32,315,ぴんぽーん
33,314,V.I.P.
34,310,にゃ?んだふる♪
35,310,?怪盗スケルトン
36,309,だらゴロ・囚・
37,309,プリンシパル☆彡
38,307,いえろ～こんび♪
39,305,ぷよクエ楽しみ隊
40,302,†魔導学校†
41,300,チームかつをぶし
42,300,ちょびぎるど
43,299,LovE?
44,299,一生を寝てい隊
45,299,Lαvｉn&#039;υ?
46,299,☆命蓮寺☆
47,299,同じ穴のぷよら～
48,297,★愉快な仲間達☆
49,297,Law@
50,295,祝3S佐久間上水
51,295,ぷよビ～ッチ☆
52,294,やわらかギルド
53,291,かわいいはせいぎ
54,291,ねこずき
55,291,お笑い?研究府
56,289,ももピーチ帝国
57,289,にないか
58,289,ＢＢ団
59,289,★エーミール★
60,286,ぷよろう会
61,284,ねこぽよ軍??
62,283,果物の缶詰
63,281,ねこのうにメロン
64,280,?アンシェル?
65,279,ブルーウィング
66,279,とれっきんぐ
67,279,ぷよよよよよん?
68,279,みなとみらい
69,278,ぷよっとパニック
70,278,ぼっち同盟
71,277,ギルド一ナツ
72,276,自由都市ももにち
73,275,賢者モード
74,274,無KG板ギルド
75,273,2chスレギルド
76,272,Luxillia
77,272,エランド
78,271,Buzz?
79,271,トウーンタウン
80,271,ジュビレーション
81,271,ラフィ亭
82,270,パーミテーション
83,270,BestLuck
84,269,ウィッチ魔法学院
85,269,?KoB?
86,269,Blackチョコ
87,269,陽だまりのねこ?
88,268,うさぎの巣?
89,268,けにくら！祝LS
90,267,ファンタビーチ
91,266,AGILE
92,264,ぁひるたいちょ組
93,264,猫好き仙人界
94,263,ももぐみ
95,263,コスモツリー
96,263,コンパイルクラブ
97,263,SPIRAL★彡
98,262,パンダ百匹！！
99,262,ぷよく鉛筆?HB
100,261,遊戯都市第七地区
101,261,Lipton　
102,261,六猫?おーき軍
103,261,早起は三文のとく
104,260,Ｋ２
105,260,Gunners!
106,260,?水守革命?
107,260,お腹@ばよ?支店
108,259,北の大地☆人情派
109,259,みなみけ
110,259,COLORS＊*
111,259,LxStella
112,259,まったりにゃーん
113,256,チームやどかり
