,2015/11/11 15:50:04
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,113,Dizzy?
2,106,Mumin谷??
3,100,Ra?ffine
4,99,☆☆ながれ星彡
5,97,トムソン??
6,94,さんせっと??
7,90,えすぽらーず
8,86,さんらいず??
9,86,RedbuII?
10,86,ばよえ?ん。
11,86,?いちごぷよ隊?
12,85,tipo
13,82,†とわいらいと†
14,82,嵐山
15,81,上位目指す隊?
16,80,淡麗生!!
17,80,谷口ぴーまん
18,80,?Ｃlair?
19,79,Lαvｉn&#039;υ?
20,78,†魔導学校†
21,78,Antenna
22,78,カーバンクル
23,77,かおりワールド
24,76,かもみ～るかふぇ
25,75,たいようのほこら
26,75,早乙女学園?
27,75,MYM318☆彡
28,74,パンダ百匹！！
29,74,V.I.P.
30,73,赤い妖精
31,74,まるむすてぃ?ん
32,74,いえろ～こんび♪
33,74,赤い妖精
34,73,ねこのうにメロン
35,73,ジュビレーション
36,73,コンパイルクラブ
37,73,?怪盗スケルトン
38,73,Lipton　
39,72,早起は三文のとく
40,72,ももピーチ帝国
41,72,ギルド一ナツ
42,72,ぷよクエ楽しみ隊
43,72,陽だまりのねこ?
44,71,自由都市ももにち
45,71,ぴんぽーん
46,71,同じ穴のぷよら～
47,71,ミッドガルド?
48,71,チームかつをぶし
49,71,お笑い?研究府
50,70,ねこたらんど
51,70,だらゴロ・囚・
52,70,☆命蓮寺☆
53,70,ぷよろう会
54,70,にゃ?んだふる♪
55,70,ぷよビ～ッチ☆
56,69,ＢＢ団
57,69,ぷよります会☆
58,69,一生を寝てい隊
59,69,ブルーウィング
60,68,果物の缶詰
61,67,チーム〆SD〆
62,67,無課金こそ愉悦!
63,67,トウーンタウン
64,67,からあげ流星群
65,67,ぷよっとパニック
66,66,?KoB?
67,66,LovE?
68,66,ファンタビーチ
69,66,ぷよよよよよん?
70,66,ちょびぎるど
71,66,Law@
72,66,ぁひるたいちょ組
73,66,ボギャーン
74,66,Luxillia
75,66,ぷよく鉛筆?HB
76,65,ラフィ亭
77,65,★愉快な仲間達☆
78,65,るりあん♪
79,65,六猫?おーき軍
80,65,SPIRAL★彡
81,65,無KG板ギルド
82,65,妖精投入禁止
83,65,プリンシパル☆彡
84,65,LTE?
85,64,ぷよりすと♪
86,64,遊戯都市第七地区
87,64,エランド
88,64,あるぱっか牧場
89,64,チビコロ☆
90,64,Blackチョコ
91,65,Buzz?
92,64,遊戯都市第七地区
93,64,エランド
94,64,あるぱっか牧場
95,64,ねこずき
96,64,will
97,64,とれっきんぐ
98,64,魔神宮
99,64,賢者モード
100,64,ぷよよん同盟
101,63,?水守革命?
102,63,Tぷよ軍団
103,63,ひろす
104,63,☆ぷよザイル☆
105,63,北の大地☆人情派
106,62,TEREON&#039;s
107,62,ArcadiA
108,62,マミーポコ
109,62,佐久間上水
110,62,コスモツリー
111,62,Gunners!
112,62,パーミテーション
113,62,やわらかギルド
