,2015/11/14 02:33:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1369,Dizzy?
2,1328,Mumin谷??
3,1199,トムソン??
4,1161,Ra?ffine
5,1149,☆☆ながれ星彡
6,1112,上位目指す隊?
7,1099,ばよえ?ん。
8,1088,さんらいず??
9,1083,嵐山
10,1059,まるむすてぃ?ん
11,1056,†とわいらいと†
12,1045,早乙女学園?
13,1029,さんせっと??
14,1029,?いちごぷよ隊?
15,1015,えすぽらーず
16,1006,祝RedbuII
17,986,tipo
18,977,谷口ぴーまん
19,968,かもみ～るかふぇ
20,964,赤い妖精
21,943,カーバンクル
22,931,たいようのほこら
23,915,ぴんぽーん
24,908,?Ｃlair?
25,901,Antenna
26,889,MYM318☆彡
27,874,からあげ流星群
28,872,だらゴロ・囚・
29,868,淡麗生!!
30,861,☆命蓮寺☆
31,857,かおりワールド
32,857,ねこたらんど
33,853,?怪盗スケルトン
34,847,無課金こそ愉悦!
35,844,にゃ?んだふる♪
36,844,ＢＢ団
37,841,ミッドガルド?
38,839,ぷよビ～ッチ☆
39,833,ぷよクエ楽しみ隊
40,826,ももピーチ帝国
41,825,いえろ～こんび♪
42,825,Luxillia
43,825,かわいいはせいぎ
44,824,やわらかギルド
45,823,LovE?
46,820,プリンシパル☆彡
47,819,Law@
48,817,一生を寝てい隊
49,815,ねこぽよ軍??
50,814,†魔導学校†
51,813,Lαvｉn&#039;υ?
52,809,ねこずき
53,802,賢者モード
54,801,V.I.P.
55,796,にないか
56,790,果物の缶詰
57,788,Buzz?
58,787,ぷよろう会
59,779,ぼっち同盟
60,774,とれっきんぐ
61,771,★エーミール★
62,768,ブルーウィング
63,762,★愉快な仲間達☆
64,752,2chスレギルド
65,752,自由都市ももにち
66,751,無KG板ギルド
67,751,お笑い?研究府
68,751,BestLuck
69,744,チームかつをぶし
70,744,?アンシェル?
71,739,ファンタビーチ
72,736,佐久間上水
73,734,同じ穴のぷよら～
74,730,Ｋ２
75,730,ウィッチ魔法学院
76,729,?KoB?
77,728,遊戯都市第七地区
78,727,ぷよっとパニック
79,727,パンダ百匹！！
80,725,ちょびぎるど
81,725,祝！ＳＳあひる組
82,718,ひろす
83,712,Gunners!
84,711,コンパイルクラブ
85,710,陽だまりのねこ?
86,710,パーミテーション
87,709,チームかわいい
88,709,エランド
89,708,うさぎの巣?
90,708,ラフィ亭
91,706,☆ネコカフェ☆
92,705,Blackチョコ
93,704,トウーンタウン
94,699,六猫?おーき軍
95,698,let&#039;sぷよ！
96,696,猫好き仙人界
97,691,みなみけ
98,691,手製ぷよ
99,689,AGILE
100,689,みなとみらい
101,688,お腹@ばよ?支店
102,685,ジュビレーション
103,681,ねこのうにメロン
104,676,ギルド一ナツ
105,676,SPIRAL★彡
106,674,早起は三文のとく
107,669,ぷよよん同盟
108,669,ぷにっぷに～！
109,666,すたんどあっぷ
110,665,ぷよく鉛筆?HB
111,664,???☆
