,2015/11/12 13:27:02
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1028,Dizzy?
2,994,Mumin谷??
3,864,トムソン??
4,824,Ra?ffine
5,780,☆☆ながれ星彡
6,763,上位目指す隊?
7,732,ばよえ?ん。
8,731,さんらいず??
9,709,†とわいらいと†
10,689,嵐山
11,678,さんせっと??
12,675,えすぽらーず
13,675,早乙女学園?
14,656,?いちごぷよ隊?
15,652,RedbuII?
16,651,まるむすてぃ?ん
17,631,かもみ～るかふぇ
18,609,tipo
19,603,赤い妖精
20,603,谷口ぴーまん
21,591,カーバンクル
22,581,たいようのほこら
23,579,淡麗生!!
24,569,?Ｃlair?
25,569,からあげ流星群
26,567,Antenna
27,566,MYM318☆彡
28,560,ミッドガルド?
29,551,ぴんぽーん
30,549,かおりワールド
31,544,だらゴロ・囚・
32,544,ねこたらんど
33,535,LovE?
34,532,プリンシパル☆彡
35,531,V.I.P.
36,530,?怪盗スケルトン
37,529,ぷよビ～ッチ☆
38,528,一生を寝てい隊
39,527,無課金こそ愉悦!
40,526,Law@
41,526,Lαvｉn&#039;υ?
42,525,ねこぽよ軍??
43,525,いえろ～こんび♪
44,519,ももピーチ帝国
45,518,†魔導学校†
46,517,にゃ?んだふる♪
47,515,にないか
48,512,☆命蓮寺☆
49,509,★愉快な仲間達☆
50,508,Luxillia
51,506,ねこずき
52,504,Buzz?
53,500,★エーミール★
54,499,チームかつをぶし
55,497,ちょびぎるど
56,497,ＢＢ団
57,495,ぷよクエ楽しみ隊
58,494,賢者モード
59,494,やわらかギルド
60,491,ぷよろう会
61,490,果物の缶詰
62,490,自由都市ももにち
63,490,お笑い?研究府
64,486,ぼっち同盟
65,484,ぷよっとパニック
66,483,かわいいはせいぎ
67,479,?アンシェル?
68,476,同じ穴のぷよら～
69,475,2chスレギルド
70,474,とれっきんぐ
71,472,?KoB?
72,469,佐久間上水
73,466,ラフィ亭
74,465,無KG板ギルド
75,464,お腹@ばよ?支店
76,463,ブルーウィング
77,463,コンパイルクラブ
78,462,ぁひるたいちょ組
79,461,みなみけ
80,460,トウーンタウン
81,460,遊戯都市第七地区
82,459,Ｋ２
83,459,Gunners!
84,458,うさぎの巣?
85,457,BestLuck
86,456,Blackチョコ
87,455,ファンタビーチ
88,455,ウィッチ魔法学院
89,455,パンダ百匹！！
90,454,陽だまりのねこ?
91,454,エランド
92,451,パーミテーション
93,449,ひろす
94,447,let&#039;sぷよ！
95,445,六猫?おーき軍
96,445,猫好き仙人界
97,445,ジュビレーション
98,443,ギルド一ナツ
99,443,COLORS＊*
100,443,みなとみらい
101,441,チームかわいい
102,440,ぷよく鉛筆?HB
103,438,早起は三文のとく
104,438,☆ネコカフェ☆
105,436,ぷよよよよよん?
106,435,TEREON&#039;s
107,430,手製ぷよ
108,430,SPIRAL★彡
109,429,ねこのうにメロン
110,429,ぷよクエRUSH
111,428,けにくら！祝LS
112,426,風来のぷよ使い
