,2015/11/14 15:16:03
pickUpTU
トム, ,
,,
,,
Mu, ,
,,
,,
星, ,
,,
,,
Ra, ,
,,
,,
上位, ,
,,
,,
Diz, ,
,,
,,
ばよ, ,
,,
,,
嵐山, ,
,,
,,
さんらいず, ,
,,
,,
とわいらいと, ,
,,
,,
pickUpRank
ranking
1,1487,Dizzy?
2,1423,Mumin谷??
3,1283,トムソン??
4,1230,Ra?ffine
5,1225,☆☆ながれ星彡
6,1191,上位目指す隊?
7,1180,ばよえ?ん。
8,1168,嵐山
9,1165,さんらいず??
10,1145,まるむすてぃ?ん
11,1129,†とわいらいと†
12,1116,早乙女学園?
13,1091,?いちごぷよ隊?
14,1086,さんせっと??
15,1068,祝RedbuII
16,1057,えすぽらーず
17,1045,tipo
18,1034,谷口ぴーまん
19,1032,赤い妖精
20,1029,かもみ～るかふぇ
21,1024,カーバンクル
22,1014,たいようのほこら
23,995,ぴんぽーん
24,986,?Ｃlair?
25,978,Antenna
26,974,MYM318☆彡
27,965,だらゴロ・囚・
28,953,☆命蓮寺☆
29,951,からあげ流星群
30,946,かおりワールド
31,939,淡麗生!!
32,936,ねこたらんど
33,933,にゃ?んだふる♪
34,930,Luxillia
35,928,無課金こそ愉悦!
36,928,?怪盗スケルトン
37,927,ぷよビ～ッチ☆
38,926,ミッドガルド?
39,924,ぷよクエ楽しみ隊
40,921,ももピーチ帝国
41,917,ＢＢ団
42,911,かわいいはせいぎ
43,911,プリンシパル☆彡
44,903,†魔導学校†
45,902,LovE?
46,902,ねこずき
47,899,Law@
48,896,ねこぽよ軍??
49,892,やわらかギルド
50,886,にないか
51,885,いえろ～こんび♪
52,885,賢者モード
53,883,V.I.P.
54,878,一生を寝てい隊
55,875,Lαvｉn&#039;υ?
56,871,ぷよろう会
57,869,果物の缶詰
58,859,★エーミール★
59,849,Buzz?
60,849,とれっきんぐ
61,841,ぼっち同盟
62,840,無KG板ギルド
63,836,2chスレギルド
64,830,ブルーウィング
65,828,★愉快な仲間達☆
66,817,お笑い?研究府
67,813,?アンシェル?
68,813,自由都市ももにち
69,812,ファンタビーチ
70,810,BestLuck
71,803,佐久間上水
72,802,遊戯都市第七地区
73,799,同じ穴のぷよら～
74,798,パンダ百匹！！
75,796,ぷよっとパニック
76,795,ひろす
77,792,祝！ＳＳあひる組
78,792,チームかつをぶし
79,791,Ｋ２
80,788,ウィッチ魔法学院
81,787,ちょびぎるど
82,785,?KoB?
83,779,Gunners!
84,778,チームかわいい
85,775,ラフィ亭
86,771,トウーンタウン
87,771,☆ネコカフェ☆
88,770,手製ぷよ
89,770,うさぎの巣?
90,766,let&#039;sぷよ！
91,765,みなとみらい
92,762,コンパイルクラブ
93,762,Blackチョコ
94,761,パーミテーション
95,758,陽だまりのねこ?
96,758,六猫?おーき軍
97,756,エランド
98,754,猫好き仙人界
99,751,早起は三文のとく
100,748,ジュビレーション
101,744,???☆
102,744,AGILE
103,743,お腹@ばよ?支店
104,740,みなみけ
105,736,SPIRAL★彡
106,732,すたんどあっぷ
107,723,ぐみぷよ
108,722,ねこのうにメロン
109,722,ギルド一ナツ
110,720,まったり勢。
111,720,ぷよく鉛筆?HB
